Time,Region,Vehicle type,Glass product,value
2023,EST,Internal Combustion Engine – Methanol,Other glass,0.0
2023,EST,Electric Vehicle/Pure Electric Engine,Flat glass,3200.0
2023,EST,Electric Vehicle/Pure Electric Engine,Container glass,0.0
2023,EST,Electric Vehicle/Pure Electric Engine,Other glass,0.0
2023,EST,Plug in Hybrid – Gasoline,Flat glass,3200.0
2023,EST,Plug in Hybrid – Gasoline,Container glass,0.0
2023,EST,Plug in Hybrid – Gasoline,Other glass,0.0
2023,EST,Plug in Hybrid – Diesel Oil,Flat glass,3200.0
2023,EST,Plug in Hybrid – Diesel Oil,Container glass,0.0
2023,EST,Plug in Hybrid – Diesel Oil,Other glass,0.0
2023,EST,Conventional Hybrid – Gasoline,Flat glass,3200.0
2023,EST,Conventional Hybrid – Gasoline,Container glass,0.0
2023,EST,Conventional Hybrid – Gasoline,Other glass,0.0
2023,EST,Conventional Hybrid – Diesel Oil,Flat glass,3200.0
2023,EST,Conventional Hybrid – Diesel Oil,Container glass,0.0
2023,EST,Conventional Hybrid – Diesel Oil,Other glass,0.0
2023,FIN,Internal Combustion Engine – Gasoline,Flat glass,3200.0
2023,FIN,Internal Combustion Engine – Gasoline,Container glass,0.0
2023,FIN,Internal Combustion Engine – Gasoline,Other glass,0.0
2023,FIN,Internal Combustion Engine – Liquified Petroleum Gas,Flat glass,3200.0
2023,FIN,Internal Combustion Engine – Liquified Petroleum Gas,Container glass,0.0
2023,FIN,Internal Combustion Engine – Liquified Petroleum Gas,Other glass,0.0
2023,FIN,Internal Combustion Engine – Diesel Oil,Flat glass,3200.0
2023,FIN,Internal Combustion Engine – Diesel Oil,Container glass,0.0
2023,FIN,Internal Combustion Engine – Diesel Oil,Other glass,0.0
2023,FIN,Internal Combustion Engine – Natural Gas,Flat glass,3200.0
2023,FIN,Internal Combustion Engine – Natural Gas,Container glass,0.0
2023,FIN,Internal Combustion Engine – Natural Gas,Other glass,0.0
2023,FIN,Internal Combustion Engine – Ethanol,Flat glass,3200.0
2023,FIN,Internal Combustion Engine – Ethanol,Container glass,0.0
2023,FIN,Internal Combustion Engine – Ethanol,Other glass,0.0
2023,FIN,Internal Combustion Engine – Biodiesel,Flat glass,3200.0
2023,FIN,Internal Combustion Engine – Biodiesel,Container glass,0.0
2023,FIN,Internal Combustion Engine – Biodiesel,Other glass,0.0
2023,FIN,Internal Combustion Engine – Methanol,Flat glass,3200.0
2023,FIN,Internal Combustion Engine – Methanol,Container glass,0.0
2023,FIN,Internal Combustion Engine – Methanol,Other glass,0.0
2023,FIN,Electric Vehicle/Pure Electric Engine,Flat glass,3200.0
2023,FIN,Electric Vehicle/Pure Electric Engine,Container glass,0.0
2023,FIN,Electric Vehicle/Pure Electric Engine,Other glass,0.0
2023,FIN,Plug in Hybrid – Gasoline,Flat glass,3200.0
2023,FIN,Plug in Hybrid – Gasoline,Container glass,0.0
2023,FIN,Plug in Hybrid – Gasoline,Other glass,0.0
2023,FIN,Plug in Hybrid – Diesel Oil,Flat glass,3200.0
2023,FIN,Plug in Hybrid – Diesel Oil,Container glass,0.0
2023,FIN,Plug in Hybrid – Diesel Oil,Other glass,0.0
2023,FIN,Conventional Hybrid – Gasoline,Flat glass,3200.0
2023,FIN,Conventional Hybrid – Gasoline,Container glass,0.0
2023,FIN,Conventional Hybrid – Gasoline,Other glass,0.0
2023,FIN,Conventional Hybrid – Diesel Oil,Flat glass,3200.0
2023,FIN,Conventional Hybrid – Diesel Oil,Container glass,0.0
2023,FIN,Conventional Hybrid – Diesel Oil,Other glass,0.0
2023,FRA,Internal Combustion Engine – Gasoline,Flat glass,3200.0
2023,FRA,Internal Combustion Engine – Gasoline,Container glass,0.0
2023,FRA,Internal Combustion Engine – Gasoline,Other glass,0.0
2023,FRA,Internal Combustion Engine – Liquified Petroleum Gas,Flat glass,3200.0
2023,FRA,Internal Combustion Engine – Liquified Petroleum Gas,Container glass,0.0
2023,FRA,Internal Combustion Engine – Liquified Petroleum Gas,Other glass,0.0
2023,FRA,Internal Combustion Engine – Diesel Oil,Flat glass,3200.0
2023,FRA,Internal Combustion Engine – Diesel Oil,Container glass,0.0
2023,FRA,Internal Combustion Engine – Diesel Oil,Other glass,0.0
2023,FRA,Internal Combustion Engine – Natural Gas,Flat glass,3200.0
2023,FRA,Internal Combustion Engine – Natural Gas,Container glass,0.0
2023,FRA,Internal Combustion Engine – Natural Gas,Other glass,0.0
2023,FRA,Internal Combustion Engine – Ethanol,Flat glass,3200.0
2023,FRA,Internal Combustion Engine – Ethanol,Container glass,0.0
2023,FRA,Internal Combustion Engine – Ethanol,Other glass,0.0
2023,FRA,Internal Combustion Engine – Biodiesel,Flat glass,3200.0
2023,FRA,Internal Combustion Engine – Biodiesel,Container glass,0.0
2023,FRA,Internal Combustion Engine – Biodiesel,Other glass,0.0
2023,FRA,Internal Combustion Engine – Methanol,Flat glass,3200.0
2023,FRA,Internal Combustion Engine – Methanol,Container glass,0.0
2023,FRA,Internal Combustion Engine – Methanol,Other glass,0.0
2023,FRA,Electric Vehicle/Pure Electric Engine,Flat glass,3200.0
2023,FRA,Electric Vehicle/Pure Electric Engine,Container glass,0.0
2023,FRA,Electric Vehicle/Pure Electric Engine,Other glass,0.0
2023,FRA,Plug in Hybrid – Gasoline,Flat glass,3200.0
2023,FRA,Plug in Hybrid – Gasoline,Container glass,0.0
2023,FRA,Plug in Hybrid – Gasoline,Other glass,0.0
2023,FRA,Plug in Hybrid – Diesel Oil,Flat glass,3200.0
2023,FRA,Plug in Hybrid – Diesel Oil,Container glass,0.0
2023,FRA,Plug in Hybrid – Diesel Oil,Other glass,0.0
2023,FRA,Conventional Hybrid – Gasoline,Flat glass,3200.0
2023,FRA,Conventional Hybrid – Gasoline,Container glass,0.0
2023,FRA,Conventional Hybrid – Gasoline,Other glass,0.0
2023,FRA,Conventional Hybrid – Diesel Oil,Flat glass,3200.0
2023,FRA,Conventional Hybrid – Diesel Oil,Container glass,0.0
2023,FRA,Conventional Hybrid – Diesel Oil,Other glass,0.0
2023,GBR,Internal Combustion Engine – Gasoline,Flat glass,3200.0
2023,GBR,Internal Combustion Engine – Gasoline,Container glass,0.0
2023,GBR,Internal Combustion Engine – Gasoline,Other glass,0.0
2023,GBR,Internal Combustion Engine – Liquified Petroleum Gas,Flat glass,3200.0
2023,GBR,Internal Combustion Engine – Liquified Petroleum Gas,Container glass,0.0
2023,GBR,Internal Combustion Engine – Liquified Petroleum Gas,Other glass,0.0
2023,GBR,Internal Combustion Engine – Diesel Oil,Flat glass,3200.0
2023,GBR,Internal Combustion Engine – Diesel Oil,Container glass,0.0
2023,GBR,Internal Combustion Engine – Diesel Oil,Other glass,0.0
2023,GBR,Internal Combustion Engine – Natural Gas,Flat glass,3200.0
2023,GBR,Internal Combustion Engine – Natural Gas,Container glass,0.0
2023,GBR,Internal Combustion Engine – Natural Gas,Other glass,0.0
2023,GBR,Internal Combustion Engine – Ethanol,Flat glass,3200.0
2023,GBR,Internal Combustion Engine – Ethanol,Container glass,0.0
2023,GBR,Internal Combustion Engine – Ethanol,Other glass,0.0
2023,GBR,Internal Combustion Engine – Biodiesel,Flat glass,3200.0
2023,GBR,Internal Combustion Engine – Biodiesel,Container glass,0.0
2023,GBR,Internal Combustion Engine – Biodiesel,Other glass,0.0
2023,GBR,Internal Combustion Engine – Methanol,Flat glass,3200.0
2023,GBR,Internal Combustion Engine – Methanol,Container glass,0.0
2023,GBR,Internal Combustion Engine – Methanol,Other glass,0.0
2023,GBR,Electric Vehicle/Pure Electric Engine,Flat glass,3200.0
2023,GBR,Electric Vehicle/Pure Electric Engine,Container glass,0.0
2023,GBR,Electric Vehicle/Pure Electric Engine,Other glass,0.0
2023,GBR,Plug in Hybrid – Gasoline,Flat glass,3200.0
2023,GBR,Plug in Hybrid – Gasoline,Container glass,0.0
2023,GBR,Plug in Hybrid – Gasoline,Other glass,0.0
2023,GBR,Plug in Hybrid – Diesel Oil,Flat glass,3200.0
2023,GBR,Plug in Hybrid – Diesel Oil,Container glass,0.0
2023,GBR,Plug in Hybrid – Diesel Oil,Other glass,0.0
2023,GBR,Conventional Hybrid – Gasoline,Flat glass,3200.0
2023,GBR,Conventional Hybrid – Gasoline,Container glass,0.0
2023,GBR,Conventional Hybrid – Gasoline,Other glass,0.0
2023,GBR,Conventional Hybrid – Diesel Oil,Flat glass,3200.0
2023,GBR,Conventional Hybrid – Diesel Oil,Container glass,0.0
2023,GBR,Conventional Hybrid – Diesel Oil,Other glass,0.0
2023,GRC,Internal Combustion Engine – Gasoline,Flat glass,3200.0
2023,GRC,Internal Combustion Engine – Gasoline,Container glass,0.0
2023,GRC,Internal Combustion Engine – Gasoline,Other glass,0.0
2023,GRC,Internal Combustion Engine – Liquified Petroleum Gas,Flat glass,3200.0
2023,GRC,Internal Combustion Engine – Liquified Petroleum Gas,Container glass,0.0
2023,GRC,Internal Combustion Engine – Liquified Petroleum Gas,Other glass,0.0
2023,GRC,Internal Combustion Engine – Diesel Oil,Flat glass,3200.0
2023,GRC,Internal Combustion Engine – Diesel Oil,Container glass,0.0
2023,GRC,Internal Combustion Engine – Diesel Oil,Other glass,0.0
2023,GRC,Internal Combustion Engine – Natural Gas,Flat glass,3200.0
2023,GRC,Internal Combustion Engine – Natural Gas,Container glass,0.0
2023,GRC,Internal Combustion Engine – Natural Gas,Other glass,0.0
2023,GRC,Internal Combustion Engine – Ethanol,Flat glass,3200.0
2023,GRC,Internal Combustion Engine – Ethanol,Container glass,0.0
2023,GRC,Internal Combustion Engine – Ethanol,Other glass,0.0
2023,GRC,Internal Combustion Engine – Biodiesel,Flat glass,3200.0
2023,GRC,Internal Combustion Engine – Biodiesel,Container glass,0.0
2023,GRC,Internal Combustion Engine – Biodiesel,Other glass,0.0
2023,GRC,Internal Combustion Engine – Methanol,Flat glass,3200.0
2023,GRC,Internal Combustion Engine – Methanol,Container glass,0.0
2023,GRC,Internal Combustion Engine – Methanol,Other glass,0.0
2023,GRC,Electric Vehicle/Pure Electric Engine,Flat glass,3200.0
2023,GRC,Electric Vehicle/Pure Electric Engine,Container glass,0.0
2023,GRC,Electric Vehicle/Pure Electric Engine,Other glass,0.0
2023,GRC,Plug in Hybrid – Gasoline,Flat glass,3200.0
2023,GRC,Plug in Hybrid – Gasoline,Container glass,0.0
2023,GRC,Plug in Hybrid – Gasoline,Other glass,0.0
2023,GRC,Plug in Hybrid – Diesel Oil,Flat glass,3200.0
2023,GRC,Plug in Hybrid – Diesel Oil,Container glass,0.0
2023,GRC,Plug in Hybrid – Diesel Oil,Other glass,0.0
2023,GRC,Conventional Hybrid – Gasoline,Flat glass,3200.0
2023,GRC,Conventional Hybrid – Gasoline,Container glass,0.0
2023,GRC,Conventional Hybrid – Gasoline,Other glass,0.0
2023,GRC,Conventional Hybrid – Diesel Oil,Flat glass,3200.0
2023,GRC,Conventional Hybrid – Diesel Oil,Container glass,0.0
2023,GRC,Conventional Hybrid – Diesel Oil,Other glass,0.0
2023,HRV,Internal Combustion Engine – Gasoline,Flat glass,3200.0
2023,HRV,Internal Combustion Engine – Gasoline,Container glass,0.0
2023,HRV,Internal Combustion Engine – Gasoline,Other glass,0.0
2023,HRV,Internal Combustion Engine – Liquified Petroleum Gas,Flat glass,3200.0
2023,HRV,Internal Combustion Engine – Liquified Petroleum Gas,Container glass,0.0
2023,HRV,Internal Combustion Engine – Liquified Petroleum Gas,Other glass,0.0
2023,HRV,Internal Combustion Engine – Diesel Oil,Flat glass,3200.0
2023,HRV,Internal Combustion Engine – Diesel Oil,Container glass,0.0
2023,HRV,Internal Combustion Engine – Diesel Oil,Other glass,0.0
2023,HRV,Internal Combustion Engine – Natural Gas,Flat glass,3200.0
2023,HRV,Internal Combustion Engine – Natural Gas,Container glass,0.0
2023,HRV,Internal Combustion Engine – Natural Gas,Other glass,0.0
2023,HRV,Internal Combustion Engine – Ethanol,Flat glass,3200.0
2023,HRV,Internal Combustion Engine – Ethanol,Container glass,0.0
2023,HRV,Internal Combustion Engine – Ethanol,Other glass,0.0
2023,HRV,Internal Combustion Engine – Biodiesel,Flat glass,3200.0
2023,HRV,Internal Combustion Engine – Biodiesel,Container glass,0.0
2023,HRV,Internal Combustion Engine – Biodiesel,Other glass,0.0
2023,HRV,Internal Combustion Engine – Methanol,Flat glass,3200.0
2023,HRV,Internal Combustion Engine – Methanol,Container glass,0.0
2023,HRV,Internal Combustion Engine – Methanol,Other glass,0.0
2023,HRV,Electric Vehicle/Pure Electric Engine,Flat glass,3200.0
2023,HRV,Electric Vehicle/Pure Electric Engine,Container glass,0.0
2023,HRV,Electric Vehicle/Pure Electric Engine,Other glass,0.0
2023,HRV,Plug in Hybrid – Gasoline,Flat glass,3200.0
2023,HRV,Plug in Hybrid – Gasoline,Container glass,0.0
2023,HRV,Plug in Hybrid – Gasoline,Other glass,0.0
2023,HRV,Plug in Hybrid – Diesel Oil,Flat glass,3200.0
2023,HRV,Plug in Hybrid – Diesel Oil,Container glass,0.0
2023,HRV,Plug in Hybrid – Diesel Oil,Other glass,0.0
2023,HRV,Conventional Hybrid – Gasoline,Flat glass,3200.0
2023,HRV,Conventional Hybrid – Gasoline,Container glass,0.0
2023,HRV,Conventional Hybrid – Gasoline,Other glass,0.0
2023,HRV,Conventional Hybrid – Diesel Oil,Flat glass,3200.0
2023,HRV,Conventional Hybrid – Diesel Oil,Container glass,0.0
2023,HRV,Conventional Hybrid – Diesel Oil,Other glass,0.0
2023,HUN,Internal Combustion Engine – Gasoline,Flat glass,3200.0
2023,HUN,Internal Combustion Engine – Gasoline,Container glass,0.0
2023,HUN,Internal Combustion Engine – Gasoline,Other glass,0.0
2023,HUN,Internal Combustion Engine – Liquified Petroleum Gas,Flat glass,3200.0
2023,HUN,Internal Combustion Engine – Liquified Petroleum Gas,Container glass,0.0
2023,HUN,Internal Combustion Engine – Liquified Petroleum Gas,Other glass,0.0
2023,HUN,Internal Combustion Engine – Diesel Oil,Flat glass,3200.0
2023,HUN,Internal Combustion Engine – Diesel Oil,Container glass,0.0
2023,HUN,Internal Combustion Engine – Diesel Oil,Other glass,0.0
2023,HUN,Internal Combustion Engine – Natural Gas,Flat glass,3200.0
2023,HUN,Internal Combustion Engine – Natural Gas,Container glass,0.0
2023,HUN,Internal Combustion Engine – Natural Gas,Other glass,0.0
2023,HUN,Internal Combustion Engine – Ethanol,Flat glass,3200.0
2023,HUN,Internal Combustion Engine – Ethanol,Container glass,0.0
2023,HUN,Internal Combustion Engine – Ethanol,Other glass,0.0
2023,HUN,Internal Combustion Engine – Biodiesel,Flat glass,3200.0
2023,HUN,Internal Combustion Engine – Biodiesel,Container glass,0.0
2023,HUN,Internal Combustion Engine – Biodiesel,Other glass,0.0
2023,HUN,Internal Combustion Engine – Methanol,Flat glass,3200.0
2023,HUN,Internal Combustion Engine – Methanol,Container glass,0.0
2023,HUN,Internal Combustion Engine – Methanol,Other glass,0.0
2023,HUN,Electric Vehicle/Pure Electric Engine,Flat glass,3200.0
2023,HUN,Electric Vehicle/Pure Electric Engine,Container glass,0.0
2023,HUN,Electric Vehicle/Pure Electric Engine,Other glass,0.0
2023,HUN,Plug in Hybrid – Gasoline,Flat glass,3200.0
2023,HUN,Plug in Hybrid – Gasoline,Container glass,0.0
2023,HUN,Plug in Hybrid – Gasoline,Other glass,0.0
2023,HUN,Plug in Hybrid – Diesel Oil,Flat glass,3200.0
2023,HUN,Plug in Hybrid – Diesel Oil,Container glass,0.0
2023,HUN,Plug in Hybrid – Diesel Oil,Other glass,0.0
2023,HUN,Conventional Hybrid – Gasoline,Flat glass,3200.0
2023,HUN,Conventional Hybrid – Gasoline,Container glass,0.0
2023,HUN,Conventional Hybrid – Gasoline,Other glass,0.0
2023,HUN,Conventional Hybrid – Diesel Oil,Flat glass,3200.0
2023,HUN,Conventional Hybrid – Diesel Oil,Container glass,0.0
2023,HUN,Conventional Hybrid – Diesel Oil,Other glass,0.0
2023,IRL,Internal Combustion Engine – Gasoline,Flat glass,3200.0
2023,IRL,Internal Combustion Engine – Gasoline,Container glass,0.0
2023,IRL,Internal Combustion Engine – Gasoline,Other glass,0.0
2023,IRL,Internal Combustion Engine – Liquified Petroleum Gas,Flat glass,3200.0
2023,IRL,Internal Combustion Engine – Liquified Petroleum Gas,Container glass,0.0
2023,IRL,Internal Combustion Engine – Liquified Petroleum Gas,Other glass,0.0
2023,IRL,Internal Combustion Engine – Diesel Oil,Flat glass,3200.0
2023,IRL,Internal Combustion Engine – Diesel Oil,Container glass,0.0
2023,IRL,Internal Combustion Engine – Diesel Oil,Other glass,0.0
2023,IRL,Internal Combustion Engine – Natural Gas,Flat glass,3200.0
2023,IRL,Internal Combustion Engine – Natural Gas,Container glass,0.0
2023,IRL,Internal Combustion Engine – Natural Gas,Other glass,0.0
2023,IRL,Internal Combustion Engine – Ethanol,Flat glass,3200.0
2023,IRL,Internal Combustion Engine – Ethanol,Container glass,0.0
2023,IRL,Internal Combustion Engine – Ethanol,Other glass,0.0
2023,IRL,Internal Combustion Engine – Biodiesel,Flat glass,3200.0
2023,IRL,Internal Combustion Engine – Biodiesel,Container glass,0.0
2023,IRL,Internal Combustion Engine – Biodiesel,Other glass,0.0
2023,IRL,Internal Combustion Engine – Methanol,Flat glass,3200.0
2023,IRL,Internal Combustion Engine – Methanol,Container glass,0.0
2023,IRL,Internal Combustion Engine – Methanol,Other glass,0.0
2023,IRL,Electric Vehicle/Pure Electric Engine,Flat glass,3200.0
2023,IRL,Electric Vehicle/Pure Electric Engine,Container glass,0.0
2023,IRL,Electric Vehicle/Pure Electric Engine,Other glass,0.0
2023,IRL,Plug in Hybrid – Gasoline,Flat glass,3200.0
2023,IRL,Plug in Hybrid – Gasoline,Container glass,0.0
2023,IRL,Plug in Hybrid – Gasoline,Other glass,0.0
2023,IRL,Plug in Hybrid – Diesel Oil,Flat glass,3200.0
2023,IRL,Plug in Hybrid – Diesel Oil,Container glass,0.0
2023,IRL,Plug in Hybrid – Diesel Oil,Other glass,0.0
2023,IRL,Conventional Hybrid – Gasoline,Flat glass,3200.0
2023,IRL,Conventional Hybrid – Gasoline,Container glass,0.0
2023,IRL,Conventional Hybrid – Gasoline,Other glass,0.0
2023,IRL,Conventional Hybrid – Diesel Oil,Flat glass,3200.0
2023,IRL,Conventional Hybrid – Diesel Oil,Container glass,0.0
2023,IRL,Conventional Hybrid – Diesel Oil,Other glass,0.0
2023,ITA,Internal Combustion Engine – Gasoline,Flat glass,3200.0
2023,ITA,Internal Combustion Engine – Gasoline,Container glass,0.0
2023,ITA,Internal Combustion Engine – Gasoline,Other glass,0.0
2023,ITA,Internal Combustion Engine – Liquified Petroleum Gas,Flat glass,3200.0
2023,ITA,Internal Combustion Engine – Liquified Petroleum Gas,Container glass,0.0
2023,ITA,Internal Combustion Engine – Liquified Petroleum Gas,Other glass,0.0
2023,ITA,Internal Combustion Engine – Diesel Oil,Flat glass,3200.0
2023,ITA,Internal Combustion Engine – Diesel Oil,Container glass,0.0
2023,ITA,Internal Combustion Engine – Diesel Oil,Other glass,0.0
2023,ITA,Internal Combustion Engine – Natural Gas,Flat glass,3200.0
2023,ITA,Internal Combustion Engine – Natural Gas,Container glass,0.0
2023,ITA,Internal Combustion Engine – Natural Gas,Other glass,0.0
2023,ITA,Internal Combustion Engine – Ethanol,Flat glass,3200.0
2023,ITA,Internal Combustion Engine – Ethanol,Container glass,0.0
2023,ITA,Internal Combustion Engine – Ethanol,Other glass,0.0
2023,ITA,Internal Combustion Engine – Biodiesel,Flat glass,3200.0
2023,ITA,Internal Combustion Engine – Biodiesel,Container glass,0.0
2023,ITA,Internal Combustion Engine – Biodiesel,Other glass,0.0
2023,ITA,Internal Combustion Engine – Methanol,Flat glass,3200.0
2023,ITA,Internal Combustion Engine – Methanol,Container glass,0.0
2023,ITA,Internal Combustion Engine – Methanol,Other glass,0.0
2023,ITA,Electric Vehicle/Pure Electric Engine,Flat glass,3200.0
2023,ITA,Electric Vehicle/Pure Electric Engine,Container glass,0.0
2023,ITA,Electric Vehicle/Pure Electric Engine,Other glass,0.0
2023,ITA,Plug in Hybrid – Gasoline,Flat glass,3200.0
2023,ITA,Plug in Hybrid – Gasoline,Container glass,0.0
2023,ITA,Plug in Hybrid – Gasoline,Other glass,0.0
2023,ITA,Plug in Hybrid – Diesel Oil,Flat glass,3200.0
2023,ITA,Plug in Hybrid – Diesel Oil,Container glass,0.0
2023,ITA,Plug in Hybrid – Diesel Oil,Other glass,0.0
2023,ITA,Conventional Hybrid – Gasoline,Flat glass,3200.0
2023,ITA,Conventional Hybrid – Gasoline,Container glass,0.0
2023,ITA,Conventional Hybrid – Gasoline,Other glass,0.0
2023,ITA,Conventional Hybrid – Diesel Oil,Flat glass,3200.0
2023,ITA,Conventional Hybrid – Diesel Oil,Container glass,0.0
2023,ITA,Conventional Hybrid – Diesel Oil,Other glass,0.0
2023,LTU,Internal Combustion Engine – Gasoline,Flat glass,3200.0
2023,LTU,Internal Combustion Engine – Gasoline,Container glass,0.0
2023,LTU,Internal Combustion Engine – Gasoline,Other glass,0.0
2023,LTU,Internal Combustion Engine – Liquified Petroleum Gas,Flat glass,3200.0
2023,LTU,Internal Combustion Engine – Liquified Petroleum Gas,Container glass,0.0
2023,LTU,Internal Combustion Engine – Liquified Petroleum Gas,Other glass,0.0
2023,LTU,Internal Combustion Engine – Diesel Oil,Flat glass,3200.0
2023,LTU,Internal Combustion Engine – Diesel Oil,Container glass,0.0
2023,LTU,Internal Combustion Engine – Diesel Oil,Other glass,0.0
2023,LTU,Internal Combustion Engine – Natural Gas,Flat glass,3200.0
2023,LTU,Internal Combustion Engine – Natural Gas,Container glass,0.0
2023,LTU,Internal Combustion Engine – Natural Gas,Other glass,0.0
2023,LTU,Internal Combustion Engine – Ethanol,Flat glass,3200.0
2023,LTU,Internal Combustion Engine – Ethanol,Container glass,0.0
2023,LTU,Internal Combustion Engine – Ethanol,Other glass,0.0
2023,LTU,Internal Combustion Engine – Biodiesel,Flat glass,3200.0
2023,LTU,Internal Combustion Engine – Biodiesel,Container glass,0.0
2023,LTU,Internal Combustion Engine – Biodiesel,Other glass,0.0
2023,LTU,Internal Combustion Engine – Methanol,Flat glass,3200.0
2023,LTU,Internal Combustion Engine – Methanol,Container glass,0.0
2023,LTU,Internal Combustion Engine – Methanol,Other glass,0.0
2023,LTU,Electric Vehicle/Pure Electric Engine,Flat glass,3200.0
2023,LTU,Electric Vehicle/Pure Electric Engine,Container glass,0.0
2023,LTU,Electric Vehicle/Pure Electric Engine,Other glass,0.0
2023,LTU,Plug in Hybrid – Gasoline,Flat glass,3200.0
2023,LTU,Plug in Hybrid – Gasoline,Container glass,0.0
2023,LTU,Plug in Hybrid – Gasoline,Other glass,0.0
2023,LTU,Plug in Hybrid – Diesel Oil,Flat glass,3200.0
2023,LTU,Plug in Hybrid – Diesel Oil,Container glass,0.0
2023,LTU,Plug in Hybrid – Diesel Oil,Other glass,0.0
2023,LTU,Conventional Hybrid – Gasoline,Flat glass,3200.0
2023,LTU,Conventional Hybrid – Gasoline,Container glass,0.0
2023,LTU,Conventional Hybrid – Gasoline,Other glass,0.0
2023,LTU,Conventional Hybrid – Diesel Oil,Flat glass,3200.0
2023,LTU,Conventional Hybrid – Diesel Oil,Container glass,0.0
2023,LTU,Conventional Hybrid – Diesel Oil,Other glass,0.0
2023,LUX,Internal Combustion Engine – Gasoline,Flat glass,3200.0
2023,LUX,Internal Combustion Engine – Gasoline,Container glass,0.0
2023,LUX,Internal Combustion Engine – Gasoline,Other glass,0.0
2023,LUX,Internal Combustion Engine – Liquified Petroleum Gas,Flat glass,3200.0
2023,LUX,Internal Combustion Engine – Liquified Petroleum Gas,Container glass,0.0
2023,LUX,Internal Combustion Engine – Liquified Petroleum Gas,Other glass,0.0
2023,LUX,Internal Combustion Engine – Diesel Oil,Flat glass,3200.0
2023,LUX,Internal Combustion Engine – Diesel Oil,Container glass,0.0
2023,LUX,Internal Combustion Engine – Diesel Oil,Other glass,0.0
2023,LUX,Internal Combustion Engine – Natural Gas,Flat glass,3200.0
2023,LUX,Internal Combustion Engine – Natural Gas,Container glass,0.0
2023,LUX,Internal Combustion Engine – Natural Gas,Other glass,0.0
2023,LUX,Internal Combustion Engine – Ethanol,Flat glass,3200.0
2023,LUX,Internal Combustion Engine – Ethanol,Container glass,0.0
2023,LUX,Internal Combustion Engine – Ethanol,Other glass,0.0
2023,LUX,Internal Combustion Engine – Biodiesel,Flat glass,3200.0
2023,LUX,Internal Combustion Engine – Biodiesel,Container glass,0.0
2023,LUX,Internal Combustion Engine – Biodiesel,Other glass,0.0
2023,LUX,Internal Combustion Engine – Methanol,Flat glass,3200.0
2023,LUX,Internal Combustion Engine – Methanol,Container glass,0.0
2023,LUX,Internal Combustion Engine – Methanol,Other glass,0.0
2023,LUX,Electric Vehicle/Pure Electric Engine,Flat glass,3200.0
2023,LUX,Electric Vehicle/Pure Electric Engine,Container glass,0.0
2023,LUX,Electric Vehicle/Pure Electric Engine,Other glass,0.0
2023,LUX,Plug in Hybrid – Gasoline,Flat glass,3200.0
2023,LUX,Plug in Hybrid – Gasoline,Container glass,0.0
2023,LUX,Plug in Hybrid – Gasoline,Other glass,0.0
2023,LUX,Plug in Hybrid – Diesel Oil,Flat glass,3200.0
2023,LUX,Plug in Hybrid – Diesel Oil,Container glass,0.0
2023,LUX,Plug in Hybrid – Diesel Oil,Other glass,0.0
2023,LUX,Conventional Hybrid – Gasoline,Flat glass,3200.0
2023,LUX,Conventional Hybrid – Gasoline,Container glass,0.0
2023,LUX,Conventional Hybrid – Gasoline,Other glass,0.0
2023,LUX,Conventional Hybrid – Diesel Oil,Flat glass,3200.0
2023,LUX,Conventional Hybrid – Diesel Oil,Container glass,0.0
2023,LUX,Conventional Hybrid – Diesel Oil,Other glass,0.0
2023,LVA,Internal Combustion Engine – Gasoline,Flat glass,3200.0
2023,LVA,Internal Combustion Engine – Gasoline,Container glass,0.0
2023,LVA,Internal Combustion Engine – Gasoline,Other glass,0.0
2023,LVA,Internal Combustion Engine – Liquified Petroleum Gas,Flat glass,3200.0
2023,LVA,Internal Combustion Engine – Liquified Petroleum Gas,Container glass,0.0
2023,LVA,Internal Combustion Engine – Liquified Petroleum Gas,Other glass,0.0
2023,LVA,Internal Combustion Engine – Diesel Oil,Flat glass,3200.0
2023,LVA,Internal Combustion Engine – Diesel Oil,Container glass,0.0
2023,LVA,Internal Combustion Engine – Diesel Oil,Other glass,0.0
2023,LVA,Internal Combustion Engine – Natural Gas,Flat glass,3200.0
2023,LVA,Internal Combustion Engine – Natural Gas,Container glass,0.0
2023,LVA,Internal Combustion Engine – Natural Gas,Other glass,0.0
2023,LVA,Internal Combustion Engine – Ethanol,Flat glass,3200.0
2023,LVA,Internal Combustion Engine – Ethanol,Container glass,0.0
2023,LVA,Internal Combustion Engine – Ethanol,Other glass,0.0
2023,LVA,Internal Combustion Engine – Biodiesel,Flat glass,3200.0
2023,LVA,Internal Combustion Engine – Biodiesel,Container glass,0.0
2023,LVA,Internal Combustion Engine – Biodiesel,Other glass,0.0
2023,LVA,Internal Combustion Engine – Methanol,Flat glass,3200.0
2023,LVA,Internal Combustion Engine – Methanol,Container glass,0.0
2023,LVA,Internal Combustion Engine – Methanol,Other glass,0.0
2023,LVA,Electric Vehicle/Pure Electric Engine,Flat glass,3200.0
2023,LVA,Electric Vehicle/Pure Electric Engine,Container glass,0.0
2023,LVA,Electric Vehicle/Pure Electric Engine,Other glass,0.0
2023,LVA,Plug in Hybrid – Gasoline,Flat glass,3200.0
2023,LVA,Plug in Hybrid – Gasoline,Container glass,0.0
2023,LVA,Plug in Hybrid – Gasoline,Other glass,0.0
