Region;Product;Year;value
DEU;Transport concrete (not reinforced);2049;0
DEU;Transport concrete (not reinforced);2050;0
DEU;Precast concrete (not reinforced);2020;0
DEU;Precast concrete (not reinforced);2021;0
DEU;Precast concrete (not reinforced);2022;0
DEU;Precast concrete (not reinforced);2023;0
DEU;Precast concrete (not reinforced);2024;0
DEU;Precast concrete (not reinforced);2025;0
DEU;Precast concrete (not reinforced);2026;0
DEU;Precast concrete (not reinforced);2027;0
DEU;Precast concrete (not reinforced);2028;0
DEU;Precast concrete (not reinforced);2029;0
DEU;Precast concrete (not reinforced);2030;0
DEU;Precast concrete (not reinforced);2031;0
DEU;Precast concrete (not reinforced);2032;0
DEU;Precast concrete (not reinforced);2033;0
DEU;Precast concrete (not reinforced);2034;0
DEU;Precast concrete (not reinforced);2035;0
DEU;Precast concrete (not reinforced);2036;0
DEU;Precast concrete (not reinforced);2037;0
DEU;Precast concrete (not reinforced);2038;0
DEU;Precast concrete (not reinforced);2039;0
DEU;Precast concrete (not reinforced);2040;0
DEU;Precast concrete (not reinforced);2041;0
DEU;Precast concrete (not reinforced);2042;0
DEU;Precast concrete (not reinforced);2043;0
DEU;Precast concrete (not reinforced);2044;0
DEU;Precast concrete (not reinforced);2045;0
DEU;Precast concrete (not reinforced);2046;0
DEU;Precast concrete (not reinforced);2047;0
DEU;Precast concrete (not reinforced);2048;0
DEU;Precast concrete (not reinforced);2049;0
DEU;Precast concrete (not reinforced);2050;0
DEU;Transport concrete (reinforced);2020;0
DEU;Transport concrete (reinforced);2021;0
DEU;Transport concrete (reinforced);2022;0
DEU;Transport concrete (reinforced);2023;0
DEU;Transport concrete (reinforced);2024;0
DEU;Transport concrete (reinforced);2025;0
DEU;Transport concrete (reinforced);2026;0
DEU;Transport concrete (reinforced);2027;0
DEU;Transport concrete (reinforced);2028;0
DEU;Transport concrete (reinforced);2029;0
DEU;Transport concrete (reinforced);2030;0
DEU;Transport concrete (reinforced);2031;0
DEU;Transport concrete (reinforced);2032;0
DEU;Transport concrete (reinforced);2033;0
DEU;Transport concrete (reinforced);2034;0
DEU;Transport concrete (reinforced);2035;0
DEU;Transport concrete (reinforced);2036;0
DEU;Transport concrete (reinforced);2037;0
DEU;Transport concrete (reinforced);2038;0
DEU;Transport concrete (reinforced);2039;0
DEU;Transport concrete (reinforced);2040;0
DEU;Transport concrete (reinforced);2041;0
DEU;Transport concrete (reinforced);2042;0
DEU;Transport concrete (reinforced);2043;0
DEU;Transport concrete (reinforced);2044;0
DEU;Transport concrete (reinforced);2045;0
DEU;Transport concrete (reinforced);2046;0
DEU;Transport concrete (reinforced);2047;0
DEU;Transport concrete (reinforced);2048;0
DEU;Transport concrete (reinforced);2049;0
DEU;Transport concrete (reinforced);2050;0
DEU;Precast concrete (reinforced);2020;0
DEU;Precast concrete (reinforced);2021;0
DEU;Precast concrete (reinforced);2022;0
DEU;Precast concrete (reinforced);2023;0
DEU;Precast concrete (reinforced);2024;0
DEU;Precast concrete (reinforced);2025;0
DEU;Precast concrete (reinforced);2026;0
DEU;Precast concrete (reinforced);2027;0
DEU;Precast concrete (reinforced);2028;0
DEU;Precast concrete (reinforced);2029;0
DEU;Precast concrete (reinforced);2030;0
DEU;Precast concrete (reinforced);2031;0
DEU;Precast concrete (reinforced);2032;0
DEU;Precast concrete (reinforced);2033;0
DEU;Precast concrete (reinforced);2034;0
DEU;Precast concrete (reinforced);2035;0
DEU;Precast concrete (reinforced);2036;0
DEU;Precast concrete (reinforced);2037;0
DEU;Precast concrete (reinforced);2038;0
DEU;Precast concrete (reinforced);2039;0
DEU;Precast concrete (reinforced);2040;0
DEU;Precast concrete (reinforced);2041;0
DEU;Precast concrete (reinforced);2042;0
DEU;Precast concrete (reinforced);2043;0
DEU;Precast concrete (reinforced);2044;0
DEU;Precast concrete (reinforced);2045;0
DEU;Precast concrete (reinforced);2046;0
DEU;Precast concrete (reinforced);2047;0
DEU;Precast concrete (reinforced);2048;0
DEU;Precast concrete (reinforced);2049;0
DEU;Precast concrete (reinforced);2050;0
DNK;Transport concrete (not reinforced);2020;0
DNK;Transport concrete (not reinforced);2021;0
DNK;Transport concrete (not reinforced);2022;0
DNK;Transport concrete (not reinforced);2023;0
DNK;Transport concrete (not reinforced);2024;0
DNK;Transport concrete (not reinforced);2025;0
DNK;Transport concrete (not reinforced);2026;0
DNK;Transport concrete (not reinforced);2027;0
DNK;Transport concrete (not reinforced);2028;0
DNK;Transport concrete (not reinforced);2029;0
DNK;Transport concrete (not reinforced);2030;0
DNK;Transport concrete (not reinforced);2031;0
DNK;Transport concrete (not reinforced);2032;0
DNK;Transport concrete (not reinforced);2033;0
DNK;Transport concrete (not reinforced);2034;0
DNK;Transport concrete (not reinforced);2035;0
DNK;Transport concrete (not reinforced);2036;0
DNK;Transport concrete (not reinforced);2037;0
DNK;Transport concrete (not reinforced);2038;0
DNK;Transport concrete (not reinforced);2039;0
DNK;Transport concrete (not reinforced);2040;0
DNK;Transport concrete (not reinforced);2041;0
DNK;Transport concrete (not reinforced);2042;0
DNK;Transport concrete (not reinforced);2043;0
DNK;Transport concrete (not reinforced);2044;0
DNK;Transport concrete (not reinforced);2045;0
DNK;Transport concrete (not reinforced);2046;0
DNK;Transport concrete (not reinforced);2047;0
DNK;Transport concrete (not reinforced);2048;0
DNK;Transport concrete (not reinforced);2049;0
DNK;Transport concrete (not reinforced);2050;0
DNK;Precast concrete (not reinforced);2020;0
DNK;Precast concrete (not reinforced);2021;0
DNK;Precast concrete (not reinforced);2022;0
DNK;Precast concrete (not reinforced);2023;0
DNK;Precast concrete (not reinforced);2024;0
DNK;Precast concrete (not reinforced);2025;0
DNK;Precast concrete (not reinforced);2026;0
DNK;Precast concrete (not reinforced);2027;0
DNK;Precast concrete (not reinforced);2028;0
DNK;Precast concrete (not reinforced);2029;0
DNK;Precast concrete (not reinforced);2030;0
DNK;Precast concrete (not reinforced);2031;0
DNK;Precast concrete (not reinforced);2032;0
DNK;Precast concrete (not reinforced);2033;0
DNK;Precast concrete (not reinforced);2034;0
DNK;Precast concrete (not reinforced);2035;0
DNK;Precast concrete (not reinforced);2036;0
DNK;Precast concrete (not reinforced);2037;0
DNK;Precast concrete (not reinforced);2038;0
DNK;Precast concrete (not reinforced);2039;0
DNK;Precast concrete (not reinforced);2040;0
DNK;Precast concrete (not reinforced);2041;0
DNK;Precast concrete (not reinforced);2042;0
DNK;Precast concrete (not reinforced);2043;0
DNK;Precast concrete (not reinforced);2044;0
DNK;Precast concrete (not reinforced);2045;0
DNK;Precast concrete (not reinforced);2046;0
DNK;Precast concrete (not reinforced);2047;0
DNK;Precast concrete (not reinforced);2048;0
DNK;Precast concrete (not reinforced);2049;0
DNK;Precast concrete (not reinforced);2050;0
DNK;Transport concrete (reinforced);2020;0
DNK;Transport concrete (reinforced);2021;0
DNK;Transport concrete (reinforced);2022;0
DNK;Transport concrete (reinforced);2023;0
DNK;Transport concrete (reinforced);2024;0
DNK;Transport concrete (reinforced);2025;0
DNK;Transport concrete (reinforced);2026;0
DNK;Transport concrete (reinforced);2027;0
DNK;Transport concrete (reinforced);2028;0
DNK;Transport concrete (reinforced);2029;0
DNK;Transport concrete (reinforced);2030;0
DNK;Transport concrete (reinforced);2031;0
DNK;Transport concrete (reinforced);2032;0
DNK;Transport concrete (reinforced);2033;0
DNK;Transport concrete (reinforced);2034;0
DNK;Transport concrete (reinforced);2035;0
DNK;Transport concrete (reinforced);2036;0
DNK;Transport concrete (reinforced);2037;0
DNK;Transport concrete (reinforced);2038;0
DNK;Transport concrete (reinforced);2039;0
DNK;Transport concrete (reinforced);2040;0
DNK;Transport concrete (reinforced);2041;0
DNK;Transport concrete (reinforced);2042;0
DNK;Transport concrete (reinforced);2043;0
DNK;Transport concrete (reinforced);2044;0
DNK;Transport concrete (reinforced);2045;0
DNK;Transport concrete (reinforced);2046;0
DNK;Transport concrete (reinforced);2047;0
DNK;Transport concrete (reinforced);2048;0
DNK;Transport concrete (reinforced);2049;0
DNK;Transport concrete (reinforced);2050;0
DNK;Precast concrete (reinforced);2020;0
DNK;Precast concrete (reinforced);2021;0
DNK;Precast concrete (reinforced);2022;0
DNK;Precast concrete (reinforced);2023;0
DNK;Precast concrete (reinforced);2024;0
DNK;Precast concrete (reinforced);2025;0
DNK;Precast concrete (reinforced);2026;0
DNK;Precast concrete (reinforced);2027;0
DNK;Precast concrete (reinforced);2028;0
DNK;Precast concrete (reinforced);2029;0
DNK;Precast concrete (reinforced);2030;0
DNK;Precast concrete (reinforced);2031;0
DNK;Precast concrete (reinforced);2032;0
DNK;Precast concrete (reinforced);2033;0
DNK;Precast concrete (reinforced);2034;0
DNK;Precast concrete (reinforced);2035;0
DNK;Precast concrete (reinforced);2036;0
DNK;Precast concrete (reinforced);2037;0
DNK;Precast concrete (reinforced);2038;0
DNK;Precast concrete (reinforced);2039;0
DNK;Precast concrete (reinforced);2040;0
DNK;Precast concrete (reinforced);2041;0
DNK;Precast concrete (reinforced);2042;0
DNK;Precast concrete (reinforced);2043;0
DNK;Precast concrete (reinforced);2044;0
DNK;Precast concrete (reinforced);2045;0
DNK;Precast concrete (reinforced);2046;0
DNK;Precast concrete (reinforced);2047;0
DNK;Precast concrete (reinforced);2048;0
DNK;Precast concrete (reinforced);2049;0
DNK;Precast concrete (reinforced);2050;0
ESP;Transport concrete (not reinforced);2020;0
ESP;Transport concrete (not reinforced);2021;0
ESP;Transport concrete (not reinforced);2022;0
ESP;Transport concrete (not reinforced);2023;0
ESP;Transport concrete (not reinforced);2024;0
ESP;Transport concrete (not reinforced);2025;0
ESP;Transport concrete (not reinforced);2026;0
ESP;Transport concrete (not reinforced);2027;0
ESP;Transport concrete (not reinforced);2028;0
ESP;Transport concrete (not reinforced);2029;0
ESP;Transport concrete (not reinforced);2030;0
ESP;Transport concrete (not reinforced);2031;0
ESP;Transport concrete (not reinforced);2032;0
ESP;Transport concrete (not reinforced);2033;0
ESP;Transport concrete (not reinforced);2034;0
ESP;Transport concrete (not reinforced);2035;0
ESP;Transport concrete (not reinforced);2036;0
ESP;Transport concrete (not reinforced);2037;0
ESP;Transport concrete (not reinforced);2038;0
ESP;Transport concrete (not reinforced);2039;0
ESP;Transport concrete (not reinforced);2040;0
ESP;Transport concrete (not reinforced);2041;0
ESP;Transport concrete (not reinforced);2042;0
ESP;Transport concrete (not reinforced);2043;0
ESP;Transport concrete (not reinforced);2044;0
ESP;Transport concrete (not reinforced);2045;0
ESP;Transport concrete (not reinforced);2046;0
ESP;Transport concrete (not reinforced);2047;0
ESP;Transport concrete (not reinforced);2048;0
ESP;Transport concrete (not reinforced);2049;0
ESP;Transport concrete (not reinforced);2050;0
ESP;Precast concrete (not reinforced);2020;0
ESP;Precast concrete (not reinforced);2021;0
ESP;Precast concrete (not reinforced);2022;0
ESP;Precast concrete (not reinforced);2023;0
ESP;Precast concrete (not reinforced);2024;0
ESP;Precast concrete (not reinforced);2025;0
ESP;Precast concrete (not reinforced);2026;0
ESP;Precast concrete (not reinforced);2027;0
ESP;Precast concrete (not reinforced);2028;0
ESP;Precast concrete (not reinforced);2029;0
ESP;Precast concrete (not reinforced);2030;0
ESP;Precast concrete (not reinforced);2031;0
ESP;Precast concrete (not reinforced);2032;0
ESP;Precast concrete (not reinforced);2033;0
ESP;Precast concrete (not reinforced);2034;0
ESP;Precast concrete (not reinforced);2035;0
ESP;Precast concrete (not reinforced);2036;0
ESP;Precast concrete (not reinforced);2037;0
ESP;Precast concrete (not reinforced);2038;0
ESP;Precast concrete (not reinforced);2039;0
ESP;Precast concrete (not reinforced);2040;0
ESP;Precast concrete (not reinforced);2041;0
ESP;Precast concrete (not reinforced);2042;0
ESP;Precast concrete (not reinforced);2043;0
ESP;Precast concrete (not reinforced);2044;0
ESP;Precast concrete (not reinforced);2045;0
ESP;Precast concrete (not reinforced);2046;0
ESP;Precast concrete (not reinforced);2047;0
ESP;Precast concrete (not reinforced);2048;0
ESP;Precast concrete (not reinforced);2049;0
ESP;Precast concrete (not reinforced);2050;0
ESP;Transport concrete (reinforced);2020;0
ESP;Transport concrete (reinforced);2021;0
ESP;Transport concrete (reinforced);2022;0
ESP;Transport concrete (reinforced);2023;0
ESP;Transport concrete (reinforced);2024;0
ESP;Transport concrete (reinforced);2025;0
ESP;Transport concrete (reinforced);2026;0
ESP;Transport concrete (reinforced);2027;0
ESP;Transport concrete (reinforced);2028;0
ESP;Transport concrete (reinforced);2029;0
ESP;Transport concrete (reinforced);2030;0
ESP;Transport concrete (reinforced);2031;0
ESP;Transport concrete (reinforced);2032;0
ESP;Transport concrete (reinforced);2033;0
ESP;Transport concrete (reinforced);2034;0
ESP;Transport concrete (reinforced);2035;0
ESP;Transport concrete (reinforced);2036;0
ESP;Transport concrete (reinforced);2037;0
ESP;Transport concrete (reinforced);2038;0
ESP;Transport concrete (reinforced);2039;0
ESP;Transport concrete (reinforced);2040;0
ESP;Transport concrete (reinforced);2041;0
ESP;Transport concrete (reinforced);2042;0
ESP;Transport concrete (reinforced);2043;0
ESP;Transport concrete (reinforced);2044;0
ESP;Transport concrete (reinforced);2045;0
ESP;Transport concrete (reinforced);2046;0
ESP;Transport concrete (reinforced);2047;0
ESP;Transport concrete (reinforced);2048;0
ESP;Transport concrete (reinforced);2049;0
ESP;Transport concrete (reinforced);2050;0
ESP;Precast concrete (reinforced);2020;0
ESP;Precast concrete (reinforced);2021;0
ESP;Precast concrete (reinforced);2022;0
ESP;Precast concrete (reinforced);2023;0
ESP;Precast concrete (reinforced);2024;0
ESP;Precast concrete (reinforced);2025;0
ESP;Precast concrete (reinforced);2026;0
ESP;Precast concrete (reinforced);2027;0
ESP;Precast concrete (reinforced);2028;0
ESP;Precast concrete (reinforced);2029;0
ESP;Precast concrete (reinforced);2030;0
ESP;Precast concrete (reinforced);2031;0
ESP;Precast concrete (reinforced);2032;0
ESP;Precast concrete (reinforced);2033;0
ESP;Precast concrete (reinforced);2034;0
ESP;Precast concrete (reinforced);2035;0
ESP;Precast concrete (reinforced);2036;0
ESP;Precast concrete (reinforced);2037;0
ESP;Precast concrete (reinforced);2038;0
ESP;Precast concrete (reinforced);2039;0
ESP;Precast concrete (reinforced);2040;0
ESP;Precast concrete (reinforced);2041;0
ESP;Precast concrete (reinforced);2042;0
ESP;Precast concrete (reinforced);2043;0
ESP;Precast concrete (reinforced);2044;0
ESP;Precast concrete (reinforced);2045;0
ESP;Precast concrete (reinforced);2046;0
ESP;Precast concrete (reinforced);2047;0
ESP;Precast concrete (reinforced);2048;0
ESP;Precast concrete (reinforced);2049;0
ESP;Precast concrete (reinforced);2050;0
EST;Transport concrete (not reinforced);2020;0
EST;Transport concrete (not reinforced);2021;0
EST;Transport concrete (not reinforced);2022;0
EST;Transport concrete (not reinforced);2023;0
EST;Transport concrete (not reinforced);2024;0
EST;Transport concrete (not reinforced);2025;0
EST;Transport concrete (not reinforced);2026;0
EST;Transport concrete (not reinforced);2027;0
EST;Transport concrete (not reinforced);2028;0
EST;Transport concrete (not reinforced);2029;0
EST;Transport concrete (not reinforced);2030;0
EST;Transport concrete (not reinforced);2031;0
EST;Transport concrete (not reinforced);2032;0
EST;Transport concrete (not reinforced);2033;0
EST;Transport concrete (not reinforced);2034;0
EST;Transport concrete (not reinforced);2035;0
EST;Transport concrete (not reinforced);2036;0
EST;Transport concrete (not reinforced);2037;0
EST;Transport concrete (not reinforced);2038;0
EST;Transport concrete (not reinforced);2039;0
EST;Transport concrete (not reinforced);2040;0
EST;Transport concrete (not reinforced);2041;0
EST;Transport concrete (not reinforced);2042;0
EST;Transport concrete (not reinforced);2043;0
EST;Transport concrete (not reinforced);2044;0
EST;Transport concrete (not reinforced);2045;0
EST;Transport concrete (not reinforced);2046;0
EST;Transport concrete (not reinforced);2047;0
EST;Transport concrete (not reinforced);2048;0
EST;Transport concrete (not reinforced);2049;0
EST;Transport concrete (not reinforced);2050;0
EST;Precast concrete (not reinforced);2020;0
EST;Precast concrete (not reinforced);2021;0
EST;Precast concrete (not reinforced);2022;0
EST;Precast concrete (not reinforced);2023;0
EST;Precast concrete (not reinforced);2024;0
EST;Precast concrete (not reinforced);2025;0
EST;Precast concrete (not reinforced);2026;0
EST;Precast concrete (not reinforced);2027;0
EST;Precast concrete (not reinforced);2028;0
EST;Precast concrete (not reinforced);2029;0
EST;Precast concrete (not reinforced);2030;0
EST;Precast concrete (not reinforced);2031;0
EST;Precast concrete (not reinforced);2032;0
EST;Precast concrete (not reinforced);2033;0
EST;Precast concrete (not reinforced);2034;0
EST;Precast concrete (not reinforced);2035;0
EST;Precast concrete (not reinforced);2036;0
EST;Precast concrete (not reinforced);2037;0
EST;Precast concrete (not reinforced);2038;0
EST;Precast concrete (not reinforced);2039;0
EST;Precast concrete (not reinforced);2040;0
EST;Precast concrete (not reinforced);2041;0
EST;Precast concrete (not reinforced);2042;0
EST;Precast concrete (not reinforced);2043;0
EST;Precast concrete (not reinforced);2044;0
EST;Precast concrete (not reinforced);2045;0
EST;Precast concrete (not reinforced);2046;0
EST;Precast concrete (not reinforced);2047;0
EST;Precast concrete (not reinforced);2048;0
EST;Precast concrete (not reinforced);2049;0
EST;Precast concrete (not reinforced);2050;0
EST;Transport concrete (reinforced);2020;0
EST;Transport concrete (reinforced);2021;0
EST;Transport concrete (reinforced);2022;0
EST;Transport concrete (reinforced);2023;0
EST;Transport concrete (reinforced);2024;0
EST;Transport concrete (reinforced);2025;0
EST;Transport concrete (reinforced);2026;0
EST;Transport concrete (reinforced);2027;0
EST;Transport concrete (reinforced);2028;0
EST;Transport concrete (reinforced);2029;0
EST;Transport concrete (reinforced);2030;0
EST;Transport concrete (reinforced);2031;0
EST;Transport concrete (reinforced);2032;0
EST;Transport concrete (reinforced);2033;0
EST;Transport concrete (reinforced);2034;0
EST;Transport concrete (reinforced);2035;0
EST;Transport concrete (reinforced);2036;0
EST;Transport concrete (reinforced);2037;0
EST;Transport concrete (reinforced);2038;0
EST;Transport concrete (reinforced);2039;0
EST;Transport concrete (reinforced);2040;0
EST;Transport concrete (reinforced);2041;0
EST;Transport concrete (reinforced);2042;0
EST;Transport concrete (reinforced);2043;0
EST;Transport concrete (reinforced);2044;0
EST;Transport concrete (reinforced);2045;0
EST;Transport concrete (reinforced);2046;0
EST;Transport concrete (reinforced);2047;0
EST;Transport concrete (reinforced);2048;0
EST;Transport concrete (reinforced);2049;0
EST;Transport concrete (reinforced);2050;0
EST;Precast concrete (reinforced);2020;0
EST;Precast concrete (reinforced);2021;0
EST;Precast concrete (reinforced);2022;0
EST;Precast concrete (reinforced);2023;0
EST;Precast concrete (reinforced);2024;0
EST;Precast concrete (reinforced);2025;0
EST;Precast concrete (reinforced);2026;0
EST;Precast concrete (reinforced);2027;0
EST;Precast concrete (reinforced);2028;0
EST;Precast concrete (reinforced);2029;0
EST;Precast concrete (reinforced);2030;0
EST;Precast concrete (reinforced);2031;0
EST;Precast concrete (reinforced);2032;0
EST;Precast concrete (reinforced);2033;0
EST;Precast concrete (reinforced);2034;0
EST;Precast concrete (reinforced);2035;0
EST;Precast concrete (reinforced);2036;0
EST;Precast concrete (reinforced);2037;0
EST;Precast concrete (reinforced);2038;0
EST;Precast concrete (reinforced);2039;0
EST;Precast concrete (reinforced);2040;0
EST;Precast concrete (reinforced);2041;0
EST;Precast concrete (reinforced);2042;0
EST;Precast concrete (reinforced);2043;0
EST;Precast concrete (reinforced);2044;0
EST;Precast concrete (reinforced);2045;0
EST;Precast concrete (reinforced);2046;0
EST;Precast concrete (reinforced);2047;0
EST;Precast concrete (reinforced);2048;0
EST;Precast concrete (reinforced);2049;0
EST;Precast concrete (reinforced);2050;0
FIN;Transport concrete (not reinforced);2020;0
FIN;Transport concrete (not reinforced);2021;0
FIN;Transport concrete (not reinforced);2022;0
FIN;Transport concrete (not reinforced);2023;0
FIN;Transport concrete (not reinforced);2024;0
FIN;Transport concrete (not reinforced);2025;0
FIN;Transport concrete (not reinforced);2026;0
FIN;Transport concrete (not reinforced);2027;0
FIN;Transport concrete (not reinforced);2028;0
FIN;Transport concrete (not reinforced);2029;0
FIN;Transport concrete (not reinforced);2030;0
FIN;Transport concrete (not reinforced);2031;0
FIN;Transport concrete (not reinforced);2032;0
FIN;Transport concrete (not reinforced);2033;0
FIN;Transport concrete (not reinforced);2034;0
FIN;Transport concrete (not reinforced);2035;0
FIN;Transport concrete (not reinforced);2036;0
FIN;Transport concrete (not reinforced);2037;0
FIN;Transport concrete (not reinforced);2038;0
FIN;Transport concrete (not reinforced);2039;0
FIN;Transport concrete (not reinforced);2040;0
FIN;Transport concrete (not reinforced);2041;0
FIN;Transport concrete (not reinforced);2042;0
FIN;Transport concrete (not reinforced);2043;0
FIN;Transport concrete (not reinforced);2044;0
FIN;Transport concrete (not reinforced);2045;0
FIN;Transport concrete (not reinforced);2046;0
FIN;Transport concrete (not reinforced);2047;0
FIN;Transport concrete (not reinforced);2048;0
FIN;Transport concrete (not reinforced);2049;0
FIN;Transport concrete (not reinforced);2050;0
FIN;Precast concrete (not reinforced);2020;0
FIN;Precast concrete (not reinforced);2021;0
FIN;Precast concrete (not reinforced);2022;0
FIN;Precast concrete (not reinforced);2023;0
FIN;Precast concrete (not reinforced);2024;0
FIN;Precast concrete (not reinforced);2025;0
FIN;Precast concrete (not reinforced);2026;0
FIN;Precast concrete (not reinforced);2027;0
FIN;Precast concrete (not reinforced);2028;0
FIN;Precast concrete (not reinforced);2029;0
FIN;Precast concrete (not reinforced);2030;0
FIN;Precast concrete (not reinforced);2031;0
FIN;Precast concrete (not reinforced);2032;0
FIN;Precast concrete (not reinforced);2033;0
FIN;Precast concrete (not reinforced);2034;0
FIN;Precast concrete (not reinforced);2035;0
FIN;Precast concrete (not reinforced);2036;0
FIN;Precast concrete (not reinforced);2037;0
FIN;Precast concrete (not reinforced);2038;0
FIN;Precast concrete (not reinforced);2039;0
FIN;Precast concrete (not reinforced);2040;0
FIN;Precast concrete (not reinforced);2041;0
FIN;Precast concrete (not reinforced);2042;0
FIN;Precast concrete (not reinforced);2043;0
FIN;Precast concrete (not reinforced);2044;0
FIN;Precast concrete (not reinforced);2045;0
FIN;Precast concrete (not reinforced);2046;0
FIN;Precast concrete (not reinforced);2047;0
FIN;Precast concrete (not reinforced);2048;0
FIN;Precast concrete (not reinforced);2049;0
FIN;Precast concrete (not reinforced);2050;0
FIN;Transport concrete (reinforced);2020;0
FIN;Transport concrete (reinforced);2021;0
FIN;Transport concrete (reinforced);2022;0
FIN;Transport concrete (reinforced);2023;0
FIN;Transport concrete (reinforced);2024;0
FIN;Transport concrete (reinforced);2025;0
FIN;Transport concrete (reinforced);2026;0
FIN;Transport concrete (reinforced);2027;0
FIN;Transport concrete (reinforced);2028;0
FIN;Transport concrete (reinforced);2029;0
FIN;Transport concrete (reinforced);2030;0
FIN;Transport concrete (reinforced);2031;0
FIN;Transport concrete (reinforced);2032;0
FIN;Transport concrete (reinforced);2033;0
FIN;Transport concrete (reinforced);2034;0
FIN;Transport concrete (reinforced);2035;0
FIN;Transport concrete (reinforced);2036;0
FIN;Transport concrete (reinforced);2037;0
FIN;Transport concrete (reinforced);2038;0
FIN;Transport concrete (reinforced);2039;0
FIN;Transport concrete (reinforced);2040;0
FIN;Transport concrete (reinforced);2041;0
FIN;Transport concrete (reinforced);2042;0
FIN;Transport concrete (reinforced);2043;0
FIN;Transport concrete (reinforced);2044;0
FIN;Transport concrete (reinforced);2045;0
FIN;Transport concrete (reinforced);2046;0
FIN;Transport concrete (reinforced);2047;0
FIN;Transport concrete (reinforced);2048;0
FIN;Transport concrete (reinforced);2049;0
FIN;Transport concrete (reinforced);2050;0
FIN;Precast concrete (reinforced);2020;0
FIN;Precast concrete (reinforced);2021;0
FIN;Precast concrete (reinforced);2022;0
FIN;Precast concrete (reinforced);2023;0
FIN;Precast concrete (reinforced);2024;0
FIN;Precast concrete (reinforced);2025;0
FIN;Precast concrete (reinforced);2026;0
FIN;Precast concrete (reinforced);2027;0
FIN;Precast concrete (reinforced);2028;0
FIN;Precast concrete (reinforced);2029;0
FIN;Precast concrete (reinforced);2030;0
FIN;Precast concrete (reinforced);2031;0
FIN;Precast concrete (reinforced);2032;0
FIN;Precast concrete (reinforced);2033;0
FIN;Precast concrete (reinforced);2034;0
FIN;Precast concrete (reinforced);2035;0
FIN;Precast concrete (reinforced);2036;0
FIN;Precast concrete (reinforced);2037;0
FIN;Precast concrete (reinforced);2038;0
FIN;Precast concrete (reinforced);2039;0
FIN;Precast concrete (reinforced);2040;0
FIN;Precast concrete (reinforced);2041;0
FIN;Precast concrete (reinforced);2042;0
FIN;Precast concrete (reinforced);2043;0
FIN;Precast concrete (reinforced);2044;0
FIN;Precast concrete (reinforced);2045;0
FIN;Precast concrete (reinforced);2046;0
FIN;Precast concrete (reinforced);2047;0
FIN;Precast concrete (reinforced);2048;0
FIN;Precast concrete (reinforced);2049;0
FIN;Precast concrete (reinforced);2050;0
FRA;Transport concrete (not reinforced);2020;0
FRA;Transport concrete (not reinforced);2021;0
FRA;Transport concrete (not reinforced);2022;0
FRA;Transport concrete (not reinforced);2023;0
FRA;Transport concrete (not reinforced);2024;0
FRA;Transport concrete (not reinforced);2025;0
FRA;Transport concrete (not reinforced);2026;0
FRA;Transport concrete (not reinforced);2027;0
FRA;Transport concrete (not reinforced);2028;0
FRA;Transport concrete (not reinforced);2029;0
FRA;Transport concrete (not reinforced);2030;0
FRA;Transport concrete (not reinforced);2031;0
FRA;Transport concrete (not reinforced);2032;0
FRA;Transport concrete (not reinforced);2033;0
FRA;Transport concrete (not reinforced);2034;0
FRA;Transport concrete (not reinforced);2035;0
FRA;Transport concrete (not reinforced);2036;0
FRA;Transport concrete (not reinforced);2037;0
FRA;Transport concrete (not reinforced);2038;0
FRA;Transport concrete (not reinforced);2039;0
FRA;Transport concrete (not reinforced);2040;0
FRA;Transport concrete (not reinforced);2041;0
FRA;Transport concrete (not reinforced);2042;0
FRA;Transport concrete (not reinforced);2043;0
FRA;Transport concrete (not reinforced);2044;0
FRA;Transport concrete (not reinforced);2045;0
FRA;Transport concrete (not reinforced);2046;0
FRA;Transport concrete (not reinforced);2047;0
FRA;Transport concrete (not reinforced);2048;0
FRA;Transport concrete (not reinforced);2049;0
FRA;Transport concrete (not reinforced);2050;0
FRA;Precast concrete (not reinforced);2020;0
FRA;Precast concrete (not reinforced);2021;0
FRA;Precast concrete (not reinforced);2022;0
FRA;Precast concrete (not reinforced);2023;0
FRA;Precast concrete (not reinforced);2024;0
FRA;Precast concrete (not reinforced);2025;0
FRA;Precast concrete (not reinforced);2026;0
FRA;Precast concrete (not reinforced);2027;0
FRA;Precast concrete (not reinforced);2028;0
FRA;Precast concrete (not reinforced);2029;0
FRA;Precast concrete (not reinforced);2030;0
FRA;Precast concrete (not reinforced);2031;0
FRA;Precast concrete (not reinforced);2032;0
FRA;Precast concrete (not reinforced);2033;0
FRA;Precast concrete (not reinforced);2034;0
FRA;Precast concrete (not reinforced);2035;0
FRA;Precast concrete (not reinforced);2036;0
FRA;Precast concrete (not reinforced);2037;0
FRA;Precast concrete (not reinforced);2038;0
FRA;Precast concrete (not reinforced);2039;0
FRA;Precast concrete (not reinforced);2040;0
FRA;Precast concrete (not reinforced);2041;0
FRA;Precast concrete (not reinforced);2042;0
FRA;Precast concrete (not reinforced);2043;0
FRA;Precast concrete (not reinforced);2044;0
FRA;Precast concrete (not reinforced);2045;0
FRA;Precast concrete (not reinforced);2046;0
FRA;Precast concrete (not reinforced);2047;0
FRA;Precast concrete (not reinforced);2048;0
FRA;Precast concrete (not reinforced);2049;0
FRA;Precast concrete (not reinforced);2050;0
FRA;Transport concrete (reinforced);2020;0
FRA;Transport concrete (reinforced);2021;0
