Region,Steel product,Time,value
DNK,Other metal coated sheet and strip,2027,0
DNK,Other metal coated sheet and strip,2028,0
DNK,Other metal coated sheet and strip,2029,0
DNK,Other metal coated sheet and strip,2030,0
DNK,Other metal coated sheet and strip,2031,0
DNK,Other metal coated sheet and strip,2032,0
DNK,Other metal coated sheet and strip,2033,0
DNK,Other metal coated sheet and strip,2034,0
DNK,Other metal coated sheet and strip,2035,0
DNK,Other metal coated sheet and strip,2036,0
DNK,Other metal coated sheet and strip,2037,0
DNK,Other metal coated sheet and strip,2038,0
DNK,Other metal coated sheet and strip,2039,0
DNK,Other metal coated sheet and strip,2040,0
DNK,Other metal coated sheet and strip,2041,0
DNK,Other metal coated sheet and strip,2042,0
DNK,Other metal coated sheet and strip,2043,0
DNK,Other metal coated sheet and strip,2044,0
DNK,Other metal coated sheet and strip,2045,0
DNK,Other metal coated sheet and strip,2046,0
DNK,Other metal coated sheet and strip,2047,0
DNK,Other metal coated sheet and strip,2048,0
DNK,Other metal coated sheet and strip,2049,0
DNK,Other metal coated sheet and strip,2050,0
DNK,Non-metallic coated sheet and strip,2020,0
DNK,Non-metallic coated sheet and strip,2021,0
DNK,Non-metallic coated sheet and strip,2022,0
DNK,Non-metallic coated sheet and strip,2023,0
DNK,Non-metallic coated sheet and strip,2024,0
DNK,Non-metallic coated sheet and strip,2025,0
DNK,Non-metallic coated sheet and strip,2026,0
DNK,Non-metallic coated sheet and strip,2027,0
DNK,Non-metallic coated sheet and strip,2028,0
DNK,Non-metallic coated sheet and strip,2029,0
DNK,Non-metallic coated sheet and strip,2030,0
DNK,Non-metallic coated sheet and strip,2031,0
DNK,Non-metallic coated sheet and strip,2032,0
DNK,Non-metallic coated sheet and strip,2033,0
DNK,Non-metallic coated sheet and strip,2034,0
DNK,Non-metallic coated sheet and strip,2035,0
DNK,Non-metallic coated sheet and strip,2036,0
DNK,Non-metallic coated sheet and strip,2037,0
DNK,Non-metallic coated sheet and strip,2038,0
DNK,Non-metallic coated sheet and strip,2039,0
DNK,Non-metallic coated sheet and strip,2040,0
DNK,Non-metallic coated sheet and strip,2041,0
DNK,Non-metallic coated sheet and strip,2042,0
DNK,Non-metallic coated sheet and strip,2043,0
DNK,Non-metallic coated sheet and strip,2044,0
DNK,Non-metallic coated sheet and strip,2045,0
DNK,Non-metallic coated sheet and strip,2046,0
DNK,Non-metallic coated sheet and strip,2047,0
DNK,Non-metallic coated sheet and strip,2048,0
DNK,Non-metallic coated sheet and strip,2049,0
DNK,Non-metallic coated sheet and strip,2050,0
DNK,Welded tubes,2020,0
DNK,Welded tubes,2021,0
DNK,Welded tubes,2022,0
DNK,Welded tubes,2023,0
DNK,Welded tubes,2024,0
DNK,Welded tubes,2025,0
DNK,Welded tubes,2026,0
DNK,Welded tubes,2027,0
DNK,Welded tubes,2028,0
DNK,Welded tubes,2029,0
DNK,Welded tubes,2030,0
DNK,Welded tubes,2031,0
DNK,Welded tubes,2032,0
DNK,Welded tubes,2033,0
DNK,Welded tubes,2034,0
DNK,Welded tubes,2035,0
DNK,Welded tubes,2036,0
DNK,Welded tubes,2037,0
DNK,Welded tubes,2038,0
DNK,Welded tubes,2039,0
DNK,Welded tubes,2040,0
DNK,Welded tubes,2041,0
DNK,Welded tubes,2042,0
DNK,Welded tubes,2043,0
DNK,Welded tubes,2044,0
DNK,Welded tubes,2045,0
DNK,Welded tubes,2046,0
DNK,Welded tubes,2047,0
DNK,Welded tubes,2048,0
DNK,Welded tubes,2049,0
DNK,Welded tubes,2050,0
DNK,Liquid steel,2020,0
DNK,Liquid steel,2021,0
DNK,Liquid steel,2022,0
DNK,Liquid steel,2023,0
DNK,Liquid steel,2024,0
DNK,Liquid steel,2025,0
DNK,Liquid steel,2026,0
DNK,Liquid steel,2027,0
DNK,Liquid steel,2028,0
DNK,Liquid steel,2029,0
DNK,Liquid steel,2030,0
DNK,Liquid steel,2031,0
DNK,Liquid steel,2032,0
DNK,Liquid steel,2033,0
DNK,Liquid steel,2034,0
DNK,Liquid steel,2035,0
DNK,Liquid steel,2036,0
DNK,Liquid steel,2037,0
DNK,Liquid steel,2038,0
DNK,Liquid steel,2039,0
DNK,Liquid steel,2040,0
DNK,Liquid steel,2041,0
DNK,Liquid steel,2042,0
DNK,Liquid steel,2043,0
DNK,Liquid steel,2044,0
DNK,Liquid steel,2045,0
DNK,Liquid steel,2046,0
DNK,Liquid steel,2047,0
DNK,Liquid steel,2048,0
DNK,Liquid steel,2049,0
DNK,Liquid steel,2050,0
ESP,Concrete reinforcing bars in transport concrete,2020,0
ESP,Concrete reinforcing bars in transport concrete,2021,0
ESP,Concrete reinforcing bars in transport concrete,2022,0
ESP,Concrete reinforcing bars in transport concrete,2023,0
ESP,Concrete reinforcing bars in transport concrete,2024,0
ESP,Concrete reinforcing bars in transport concrete,2025,0
ESP,Concrete reinforcing bars in transport concrete,2026,0
ESP,Concrete reinforcing bars in transport concrete,2027,0
ESP,Concrete reinforcing bars in transport concrete,2028,0
ESP,Concrete reinforcing bars in transport concrete,2029,0
ESP,Concrete reinforcing bars in transport concrete,2030,0
ESP,Concrete reinforcing bars in transport concrete,2031,0
ESP,Concrete reinforcing bars in transport concrete,2032,0
ESP,Concrete reinforcing bars in transport concrete,2033,0
ESP,Concrete reinforcing bars in transport concrete,2034,0
ESP,Concrete reinforcing bars in transport concrete,2035,0
ESP,Concrete reinforcing bars in transport concrete,2036,0
ESP,Concrete reinforcing bars in transport concrete,2037,0
ESP,Concrete reinforcing bars in transport concrete,2038,0
ESP,Concrete reinforcing bars in transport concrete,2039,0
ESP,Concrete reinforcing bars in transport concrete,2040,0
ESP,Concrete reinforcing bars in transport concrete,2041,0
ESP,Concrete reinforcing bars in transport concrete,2042,0
ESP,Concrete reinforcing bars in transport concrete,2043,0
ESP,Concrete reinforcing bars in transport concrete,2044,0
ESP,Concrete reinforcing bars in transport concrete,2045,0
ESP,Concrete reinforcing bars in transport concrete,2046,0
ESP,Concrete reinforcing bars in transport concrete,2047,0
ESP,Concrete reinforcing bars in transport concrete,2048,0
ESP,Concrete reinforcing bars in transport concrete,2049,0
ESP,Concrete reinforcing bars in transport concrete,2050,0
ESP,Concrete reinforcing bars in precast concrete,2020,0
ESP,Concrete reinforcing bars in precast concrete,2021,0
ESP,Concrete reinforcing bars in precast concrete,2022,0
ESP,Concrete reinforcing bars in precast concrete,2023,0
ESP,Concrete reinforcing bars in precast concrete,2024,0
ESP,Concrete reinforcing bars in precast concrete,2025,0
ESP,Concrete reinforcing bars in precast concrete,2026,0
ESP,Concrete reinforcing bars in precast concrete,2027,0
ESP,Concrete reinforcing bars in precast concrete,2028,0
ESP,Concrete reinforcing bars in precast concrete,2029,0
ESP,Concrete reinforcing bars in precast concrete,2030,0
ESP,Concrete reinforcing bars in precast concrete,2031,0
ESP,Concrete reinforcing bars in precast concrete,2032,0
ESP,Concrete reinforcing bars in precast concrete,2033,0
ESP,Concrete reinforcing bars in precast concrete,2034,0
ESP,Concrete reinforcing bars in precast concrete,2035,0
ESP,Concrete reinforcing bars in precast concrete,2036,0
ESP,Concrete reinforcing bars in precast concrete,2037,0
ESP,Concrete reinforcing bars in precast concrete,2038,0
ESP,Concrete reinforcing bars in precast concrete,2039,0
ESP,Concrete reinforcing bars in precast concrete,2040,0
ESP,Concrete reinforcing bars in precast concrete,2041,0
ESP,Concrete reinforcing bars in precast concrete,2042,0
ESP,Concrete reinforcing bars in precast concrete,2043,0
ESP,Concrete reinforcing bars in precast concrete,2044,0
ESP,Concrete reinforcing bars in precast concrete,2045,0
ESP,Concrete reinforcing bars in precast concrete,2046,0
ESP,Concrete reinforcing bars in precast concrete,2047,0
ESP,Concrete reinforcing bars in precast concrete,2048,0
ESP,Concrete reinforcing bars in precast concrete,2049,0
ESP,Concrete reinforcing bars in precast concrete,2050,0
ESP,Hot rolled bars,2020,0
ESP,Hot rolled bars,2021,0
ESP,Hot rolled bars,2022,0
ESP,Hot rolled bars,2023,0
ESP,Hot rolled bars,2024,0
ESP,Hot rolled bars,2025,0
ESP,Hot rolled bars,2026,0
ESP,Hot rolled bars,2027,0
ESP,Hot rolled bars,2028,0
ESP,Hot rolled bars,2029,0
ESP,Hot rolled bars,2030,0
ESP,Hot rolled bars,2031,0
ESP,Hot rolled bars,2032,0
ESP,Hot rolled bars,2033,0
ESP,Hot rolled bars,2034,0
ESP,Hot rolled bars,2035,0
ESP,Hot rolled bars,2036,0
ESP,Hot rolled bars,2037,0
ESP,Hot rolled bars,2038,0
ESP,Hot rolled bars,2039,0
ESP,Hot rolled bars,2040,0
ESP,Hot rolled bars,2041,0
ESP,Hot rolled bars,2042,0
ESP,Hot rolled bars,2043,0
ESP,Hot rolled bars,2044,0
ESP,Hot rolled bars,2045,0
ESP,Hot rolled bars,2046,0
ESP,Hot rolled bars,2047,0
ESP,Hot rolled bars,2048,0
ESP,Hot rolled bars,2049,0
ESP,Hot rolled bars,2050,0
ESP,Wire rod,2020,0
ESP,Wire rod,2021,0
ESP,Wire rod,2022,0
ESP,Wire rod,2023,0
ESP,Wire rod,2024,0
ESP,Wire rod,2025,0
ESP,Wire rod,2026,0
ESP,Wire rod,2027,0
ESP,Wire rod,2028,0
ESP,Wire rod,2029,0
ESP,Wire rod,2030,0
ESP,Wire rod,2031,0
ESP,Wire rod,2032,0
ESP,Wire rod,2033,0
ESP,Wire rod,2034,0
ESP,Wire rod,2035,0
ESP,Wire rod,2036,0
ESP,Wire rod,2037,0
ESP,Wire rod,2038,0
ESP,Wire rod,2039,0
ESP,Wire rod,2040,0
ESP,Wire rod,2041,0
ESP,Wire rod,2042,0
ESP,Wire rod,2043,0
ESP,Wire rod,2044,0
ESP,Wire rod,2045,0
ESP,Wire rod,2046,0
ESP,Wire rod,2047,0
ESP,Wire rod,2048,0
ESP,Wire rod,2049,0
ESP,Wire rod,2050,0
ESP,Railway track material,2020,0
ESP,Railway track material,2021,0
ESP,Railway track material,2022,0
ESP,Railway track material,2023,0
ESP,Railway track material,2024,0
ESP,Railway track material,2025,0
ESP,Railway track material,2026,0
ESP,Railway track material,2027,0
ESP,Railway track material,2028,0
ESP,Railway track material,2029,0
ESP,Railway track material,2030,0
ESP,Railway track material,2031,0
ESP,Railway track material,2032,0
ESP,Railway track material,2033,0
ESP,Railway track material,2034,0
ESP,Railway track material,2035,0
ESP,Railway track material,2036,0
ESP,Railway track material,2037,0
ESP,Railway track material,2038,0
ESP,Railway track material,2039,0
ESP,Railway track material,2040,0
ESP,Railway track material,2041,0
ESP,Railway track material,2042,0
ESP,Railway track material,2043,0
ESP,Railway track material,2044,0
ESP,Railway track material,2045,0
ESP,Railway track material,2046,0
ESP,Railway track material,2047,0
ESP,Railway track material,2048,0
ESP,Railway track material,2049,0
ESP,Railway track material,2050,0
ESP,Heavy sections,2020,0
ESP,Heavy sections,2021,0
ESP,Heavy sections,2022,0
ESP,Heavy sections,2023,0
ESP,Heavy sections,2024,0
ESP,Heavy sections,2025,0
ESP,Heavy sections,2026,0
ESP,Heavy sections,2027,0
ESP,Heavy sections,2028,0
ESP,Heavy sections,2029,0
ESP,Heavy sections,2030,0
ESP,Heavy sections,2031,0
ESP,Heavy sections,2032,0
ESP,Heavy sections,2033,0
ESP,Heavy sections,2034,0
ESP,Heavy sections,2035,0
ESP,Heavy sections,2036,0
ESP,Heavy sections,2037,0
ESP,Heavy sections,2038,0
ESP,Heavy sections,2039,0
ESP,Heavy sections,2040,0
ESP,Heavy sections,2041,0
ESP,Heavy sections,2042,0
ESP,Heavy sections,2043,0
ESP,Heavy sections,2044,0
ESP,Heavy sections,2045,0
ESP,Heavy sections,2046,0
ESP,Heavy sections,2047,0
ESP,Heavy sections,2048,0
ESP,Heavy sections,2049,0
ESP,Heavy sections,2050,0
ESP,Light sections,2020,0
ESP,Light sections,2021,0
ESP,Light sections,2022,0
ESP,Light sections,2023,0
ESP,Light sections,2024,0
ESP,Light sections,2025,0
ESP,Light sections,2026,0
ESP,Light sections,2027,0
ESP,Light sections,2028,0
ESP,Light sections,2029,0
ESP,Light sections,2030,0
ESP,Light sections,2031,0
ESP,Light sections,2032,0
ESP,Light sections,2033,0
ESP,Light sections,2034,0
ESP,Light sections,2035,0
ESP,Light sections,2036,0
ESP,Light sections,2037,0
ESP,Light sections,2038,0
ESP,Light sections,2039,0
ESP,Light sections,2040,0
ESP,Light sections,2041,0
ESP,Light sections,2042,0
ESP,Light sections,2043,0
ESP,Light sections,2044,0
ESP,Light sections,2045,0
ESP,Light sections,2046,0
ESP,Light sections,2047,0
ESP,Light sections,2048,0
ESP,Light sections,2049,0
ESP,Light sections,2050,0
ESP,Seamless tubes,2020,0
ESP,Seamless tubes,2021,0
ESP,Seamless tubes,2022,0
ESP,Seamless tubes,2023,0
ESP,Seamless tubes,2024,0
ESP,Seamless tubes,2025,0
ESP,Seamless tubes,2026,0
ESP,Seamless tubes,2027,0
ESP,Seamless tubes,2028,0
ESP,Seamless tubes,2029,0
ESP,Seamless tubes,2030,0
ESP,Seamless tubes,2031,0
ESP,Seamless tubes,2032,0
ESP,Seamless tubes,2033,0
ESP,Seamless tubes,2034,0
ESP,Seamless tubes,2035,0
ESP,Seamless tubes,2036,0
ESP,Seamless tubes,2037,0
ESP,Seamless tubes,2038,0
ESP,Seamless tubes,2039,0
ESP,Seamless tubes,2040,0
ESP,Seamless tubes,2041,0
ESP,Seamless tubes,2042,0
ESP,Seamless tubes,2043,0
ESP,Seamless tubes,2044,0
ESP,Seamless tubes,2045,0
ESP,Seamless tubes,2046,0
ESP,Seamless tubes,2047,0
ESP,Seamless tubes,2048,0
ESP,Seamless tubes,2049,0
ESP,Seamless tubes,2050,0
ESP,Hot rolled plate,2020,0
ESP,Hot rolled plate,2021,0
ESP,Hot rolled plate,2022,0
ESP,Hot rolled plate,2023,0
ESP,Hot rolled plate,2024,0
ESP,Hot rolled plate,2025,0
ESP,Hot rolled plate,2026,0
ESP,Hot rolled plate,2027,0
ESP,Hot rolled plate,2028,0
ESP,Hot rolled plate,2029,0
ESP,Hot rolled plate,2030,0
ESP,Hot rolled plate,2031,0
ESP,Hot rolled plate,2032,0
ESP,Hot rolled plate,2033,0
ESP,Hot rolled plate,2034,0
ESP,Hot rolled plate,2035,0
ESP,Hot rolled plate,2036,0
ESP,Hot rolled plate,2037,0
ESP,Hot rolled plate,2038,0
ESP,Hot rolled plate,2039,0
ESP,Hot rolled plate,2040,0
ESP,Hot rolled plate,2041,0
ESP,Hot rolled plate,2042,0
ESP,Hot rolled plate,2043,0
ESP,Hot rolled plate,2044,0
ESP,Hot rolled plate,2045,0
ESP,Hot rolled plate,2046,0
ESP,Hot rolled plate,2047,0
ESP,Hot rolled plate,2048,0
ESP,Hot rolled plate,2049,0
ESP,Hot rolled plate,2050,0
ESP,"Hot rolled ,coil, sheet and strip",2020,0
ESP,"Hot rolled ,coil, sheet and strip",2021,0
ESP,"Hot rolled ,coil, sheet and strip",2022,0
ESP,"Hot rolled ,coil, sheet and strip",2023,0
ESP,"Hot rolled ,coil, sheet and strip",2024,0
ESP,"Hot rolled ,coil, sheet and strip",2025,0
ESP,"Hot rolled ,coil, sheet and strip",2026,0
ESP,"Hot rolled ,coil, sheet and strip",2027,0
ESP,"Hot rolled ,coil, sheet and strip",2028,0
ESP,"Hot rolled ,coil, sheet and strip",2029,0
ESP,"Hot rolled ,coil, sheet and strip",2030,0
ESP,"Hot rolled ,coil, sheet and strip",2031,0
ESP,"Hot rolled ,coil, sheet and strip",2032,0
ESP,"Hot rolled ,coil, sheet and strip",2033,0
ESP,"Hot rolled ,coil, sheet and strip",2034,0
ESP,"Hot rolled ,coil, sheet and strip",2035,0
ESP,"Hot rolled ,coil, sheet and strip",2036,0
ESP,"Hot rolled ,coil, sheet and strip",2037,0
ESP,"Hot rolled ,coil, sheet and strip",2038,0
ESP,"Hot rolled ,coil, sheet and strip",2039,0
ESP,"Hot rolled ,coil, sheet and strip",2040,0
ESP,"Hot rolled ,coil, sheet and strip",2041,0
ESP,"Hot rolled ,coil, sheet and strip",2042,0
ESP,"Hot rolled ,coil, sheet and strip",2043,0
ESP,"Hot rolled ,coil, sheet and strip",2044,0
ESP,"Hot rolled ,coil, sheet and strip",2045,0
ESP,"Hot rolled ,coil, sheet and strip",2046,0
ESP,"Hot rolled ,coil, sheet and strip",2047,0
ESP,"Hot rolled ,coil, sheet and strip",2048,0
ESP,"Hot rolled ,coil, sheet and strip",2049,0
ESP,"Hot rolled ,coil, sheet and strip",2050,0
ESP,Electrical sheet and strip,2020,0
ESP,Electrical sheet and strip,2021,0
ESP,Electrical sheet and strip,2022,0
ESP,Electrical sheet and strip,2023,0
ESP,Electrical sheet and strip,2024,0
ESP,Electrical sheet and strip,2025,0
ESP,Electrical sheet and strip,2026,0
ESP,Electrical sheet and strip,2027,0
ESP,Electrical sheet and strip,2028,0
ESP,Electrical sheet and strip,2029,0
ESP,Electrical sheet and strip,2030,0
ESP,Electrical sheet and strip,2031,0
ESP,Electrical sheet and strip,2032,0
ESP,Electrical sheet and strip,2033,0
ESP,Electrical sheet and strip,2034,0
ESP,Electrical sheet and strip,2035,0
ESP,Electrical sheet and strip,2036,0
ESP,Electrical sheet and strip,2037,0
ESP,Electrical sheet and strip,2038,0
ESP,Electrical sheet and strip,2039,0
ESP,Electrical sheet and strip,2040,0
ESP,Electrical sheet and strip,2041,0
ESP,Electrical sheet and strip,2042,0
ESP,Electrical sheet and strip,2043,0
ESP,Electrical sheet and strip,2044,0
ESP,Electrical sheet and strip,2045,0
ESP,Electrical sheet and strip,2046,0
ESP,Electrical sheet and strip,2047,0
ESP,Electrical sheet and strip,2048,0
ESP,Electrical sheet and strip,2049,0
ESP,Electrical sheet and strip,2050,0
ESP,Tinmill products,2020,0
ESP,Tinmill products,2021,0
ESP,Tinmill products,2022,0
ESP,Tinmill products,2023,0
ESP,Tinmill products,2024,0
ESP,Tinmill products,2025,0
ESP,Tinmill products,2026,0
ESP,Tinmill products,2027,0
ESP,Tinmill products,2028,0
ESP,Tinmill products,2029,0
ESP,Tinmill products,2030,0
ESP,Tinmill products,2031,0
ESP,Tinmill products,2032,0
ESP,Tinmill products,2033,0
ESP,Tinmill products,2034,0
ESP,Tinmill products,2035,0
ESP,Tinmill products,2036,0
ESP,Tinmill products,2037,0
ESP,Tinmill products,2038,0
ESP,Tinmill products,2039,0
ESP,Tinmill products,2040,0
ESP,Tinmill products,2041,0
ESP,Tinmill products,2042,0
ESP,Tinmill products,2043,0
ESP,Tinmill products,2044,0
ESP,Tinmill products,2045,0
ESP,Tinmill products,2046,0
ESP,Tinmill products,2047,0
ESP,Tinmill products,2048,0
ESP,Tinmill products,2049,0
ESP,Tinmill products,2050,0
ESP,Other metal coated sheet and strip,2020,0
ESP,Other metal coated sheet and strip,2021,0
ESP,Other metal coated sheet and strip,2022,0
ESP,Other metal coated sheet and strip,2023,0
ESP,Other metal coated sheet and strip,2024,0
ESP,Other metal coated sheet and strip,2025,0
ESP,Other metal coated sheet and strip,2026,0
ESP,Other metal coated sheet and strip,2027,0
ESP,Other metal coated sheet and strip,2028,0
ESP,Other metal coated sheet and strip,2029,0
ESP,Other metal coated sheet and strip,2030,0
ESP,Other metal coated sheet and strip,2031,0
ESP,Other metal coated sheet and strip,2032,0
ESP,Other metal coated sheet and strip,2033,0
ESP,Other metal coated sheet and strip,2034,0
ESP,Other metal coated sheet and strip,2035,0
ESP,Other metal coated sheet and strip,2036,0
ESP,Other metal coated sheet and strip,2037,0
ESP,Other metal coated sheet and strip,2038,0
ESP,Other metal coated sheet and strip,2039,0
ESP,Other metal coated sheet and strip,2040,0
ESP,Other metal coated sheet and strip,2041,0
ESP,Other metal coated sheet and strip,2042,0
ESP,Other metal coated sheet and strip,2043,0
ESP,Other metal coated sheet and strip,2044,0
ESP,Other metal coated sheet and strip,2045,0
ESP,Other metal coated sheet and strip,2046,0
ESP,Other metal coated sheet and strip,2047,0
ESP,Other metal coated sheet and strip,2048,0
ESP,Other metal coated sheet and strip,2049,0
ESP,Other metal coated sheet and strip,2050,0
ESP,Non-metallic coated sheet and strip,2020,0
ESP,Non-metallic coated sheet and strip,2021,0
ESP,Non-metallic coated sheet and strip,2022,0
ESP,Non-metallic coated sheet and strip,2023,0
ESP,Non-metallic coated sheet and strip,2024,0
ESP,Non-metallic coated sheet and strip,2025,0
ESP,Non-metallic coated sheet and strip,2026,0
ESP,Non-metallic coated sheet and strip,2027,0
ESP,Non-metallic coated sheet and strip,2028,0
ESP,Non-metallic coated sheet and strip,2029,0
ESP,Non-metallic coated sheet and strip,2030,0
ESP,Non-metallic coated sheet and strip,2031,0
ESP,Non-metallic coated sheet and strip,2032,0
ESP,Non-metallic coated sheet and strip,2033,0
ESP,Non-metallic coated sheet and strip,2034,0
ESP,Non-metallic coated sheet and strip,2035,0
ESP,Non-metallic coated sheet and strip,2036,0
ESP,Non-metallic coated sheet and strip,2037,0
ESP,Non-metallic coated sheet and strip,2038,0
ESP,Non-metallic coated sheet and strip,2039,0
ESP,Non-metallic coated sheet and strip,2040,0
ESP,Non-metallic coated sheet and strip,2041,0
ESP,Non-metallic coated sheet and strip,2042,0
ESP,Non-metallic coated sheet and strip,2043,0
ESP,Non-metallic coated sheet and strip,2044,0
ESP,Non-metallic coated sheet and strip,2045,0
ESP,Non-metallic coated sheet and strip,2046,0
ESP,Non-metallic coated sheet and strip,2047,0
ESP,Non-metallic coated sheet and strip,2048,0
ESP,Non-metallic coated sheet and strip,2049,0
ESP,Non-metallic coated sheet and strip,2050,0
ESP,Welded tubes,2020,0
ESP,Welded tubes,2021,0
ESP,Welded tubes,2022,0
ESP,Welded tubes,2023,0
ESP,Welded tubes,2024,0
ESP,Welded tubes,2025,0
ESP,Welded tubes,2026,0
ESP,Welded tubes,2027,0
ESP,Welded tubes,2028,0
ESP,Welded tubes,2029,0
ESP,Welded tubes,2030,0
ESP,Welded tubes,2031,0
ESP,Welded tubes,2032,0
ESP,Welded tubes,2033,0
ESP,Welded tubes,2034,0
ESP,Welded tubes,2035,0
ESP,Welded tubes,2036,0
ESP,Welded tubes,2037,0
ESP,Welded tubes,2038,0
ESP,Welded tubes,2039,0
ESP,Welded tubes,2040,0
ESP,Welded tubes,2041,0
ESP,Welded tubes,2042,0
ESP,Welded tubes,2043,0
ESP,Welded tubes,2044,0
ESP,Welded tubes,2045,0
ESP,Welded tubes,2046,0
ESP,Welded tubes,2047,0
ESP,Welded tubes,2048,0
ESP,Welded tubes,2049,0
ESP,Welded tubes,2050,0
ESP,Liquid steel,2020,0
ESP,Liquid steel,2021,0
ESP,Liquid steel,2022,0
ESP,Liquid steel,2023,0
ESP,Liquid steel,2024,0
ESP,Liquid steel,2025,0
ESP,Liquid steel,2026,0
ESP,Liquid steel,2027,0
ESP,Liquid steel,2028,0
ESP,Liquid steel,2029,0
ESP,Liquid steel,2030,0
ESP,Liquid steel,2031,0
ESP,Liquid steel,2032,0
ESP,Liquid steel,2033,0
ESP,Liquid steel,2034,0
ESP,Liquid steel,2035,0
ESP,Liquid steel,2036,0
ESP,Liquid steel,2037,0
ESP,Liquid steel,2038,0
ESP,Liquid steel,2039,0
ESP,Liquid steel,2040,0
ESP,Liquid steel,2041,0
ESP,Liquid steel,2042,0
ESP,Liquid steel,2043,0
ESP,Liquid steel,2044,0
ESP,Liquid steel,2045,0
ESP,Liquid steel,2046,0
ESP,Liquid steel,2047,0
ESP,Liquid steel,2048,0
ESP,Liquid steel,2049,0
ESP,Liquid steel,2050,0
EST,Concrete reinforcing bars in transport concrete,2020,0
EST,Concrete reinforcing bars in transport concrete,2021,0
EST,Concrete reinforcing bars in transport concrete,2022,0
EST,Concrete reinforcing bars in transport concrete,2023,0
EST,Concrete reinforcing bars in transport concrete,2024,0
EST,Concrete reinforcing bars in transport concrete,2025,0
EST,Concrete reinforcing bars in transport concrete,2026,0
EST,Concrete reinforcing bars in transport concrete,2027,0
EST,Concrete reinforcing bars in transport concrete,2028,0
EST,Concrete reinforcing bars in transport concrete,2029,0
EST,Concrete reinforcing bars in transport concrete,2030,0
EST,Concrete reinforcing bars in transport concrete,2031,0
EST,Concrete reinforcing bars in transport concrete,2032,0
EST,Concrete reinforcing bars in transport concrete,2033,0
EST,Concrete reinforcing bars in transport concrete,2034,0
EST,Concrete reinforcing bars in transport concrete,2035,0
EST,Concrete reinforcing bars in transport concrete,2036,0
EST,Concrete reinforcing bars in transport concrete,2037,0
EST,Concrete reinforcing bars in transport concrete,2038,0
EST,Concrete reinforcing bars in transport concrete,2039,0
EST,Concrete reinforcing bars in transport concrete,2040,0
EST,Concrete reinforcing bars in transport concrete,2041,0
EST,Concrete reinforcing bars in transport concrete,2042,0
EST,Concrete reinforcing bars in transport concrete,2043,0
EST,Concrete reinforcing bars in transport concrete,2044,0
EST,Concrete reinforcing bars in transport concrete,2045,0
EST,Concrete reinforcing bars in transport concrete,2046,0
EST,Concrete reinforcing bars in transport concrete,2047,0
EST,Concrete reinforcing bars in transport concrete,2048,0
EST,Concrete reinforcing bars in transport concrete,2049,0
EST,Concrete reinforcing bars in transport concrete,2050,0
EST,Concrete reinforcing bars in precast concrete,2020,0
EST,Concrete reinforcing bars in precast concrete,2021,0
EST,Concrete reinforcing bars in precast concrete,2022,0
EST,Concrete reinforcing bars in precast concrete,2023,0
EST,Concrete reinforcing bars in precast concrete,2024,0
EST,Concrete reinforcing bars in precast concrete,2025,0
EST,Concrete reinforcing bars in precast concrete,2026,0
EST,Concrete reinforcing bars in precast concrete,2027,0
EST,Concrete reinforcing bars in precast concrete,2028,0
EST,Concrete reinforcing bars in precast concrete,2029,0
EST,Concrete reinforcing bars in precast concrete,2030,0
EST,Concrete reinforcing bars in precast concrete,2031,0
EST,Concrete reinforcing bars in precast concrete,2032,0
EST,Concrete reinforcing bars in precast concrete,2033,0
EST,Concrete reinforcing bars in precast concrete,2034,0
EST,Concrete reinforcing bars in precast concrete,2035,0
EST,Concrete reinforcing bars in precast concrete,2036,0
EST,Concrete reinforcing bars in precast concrete,2037,0
EST,Concrete reinforcing bars in precast concrete,2038,0
EST,Concrete reinforcing bars in precast concrete,2039,0
EST,Concrete reinforcing bars in precast concrete,2040,0
EST,Concrete reinforcing bars in precast concrete,2041,0
EST,Concrete reinforcing bars in precast concrete,2042,0
EST,Concrete reinforcing bars in precast concrete,2043,0
EST,Concrete reinforcing bars in precast concrete,2044,0
EST,Concrete reinforcing bars in precast concrete,2045,0
EST,Concrete reinforcing bars in precast concrete,2046,0
EST,Concrete reinforcing bars in precast concrete,2047,0
EST,Concrete reinforcing bars in precast concrete,2048,0
EST,Concrete reinforcing bars in precast concrete,2049,0
EST,Concrete reinforcing bars in precast concrete,2050,0
EST,Hot rolled bars,2020,0
EST,Hot rolled bars,2021,0
EST,Hot rolled bars,2022,0
EST,Hot rolled bars,2023,0
EST,Hot rolled bars,2024,0
EST,Hot rolled bars,2025,0
EST,Hot rolled bars,2026,0
EST,Hot rolled bars,2027,0
EST,Hot rolled bars,2028,0
EST,Hot rolled bars,2029,0
EST,Hot rolled bars,2030,0
EST,Hot rolled bars,2031,0
EST,Hot rolled bars,2032,0
EST,Hot rolled bars,2033,0
EST,Hot rolled bars,2034,0
EST,Hot rolled bars,2035,0
EST,Hot rolled bars,2036,0
EST,Hot rolled bars,2037,0
EST,Hot rolled bars,2038,0
EST,Hot rolled bars,2039,0
EST,Hot rolled bars,2040,0
EST,Hot rolled bars,2041,0
EST,Hot rolled bars,2042,0
EST,Hot rolled bars,2043,0
EST,Hot rolled bars,2044,0
EST,Hot rolled bars,2045,0
EST,Hot rolled bars,2046,0
EST,Hot rolled bars,2047,0
EST,Hot rolled bars,2048,0
EST,Hot rolled bars,2049,0
EST,Hot rolled bars,2050,0
