region,time,sector,polymer,waste_category,secondary_raw_material,value
Germany,2050,Others,Other Plastics,Mechanical recycling,Granulate,0.6
Germany,2020,PUR slabstock mattresses,PUR,Mechanical recycling,Granulate,0.6
Germany,2025,PUR slabstock mattresses,PUR,Mechanical recycling,Granulate,0.6
Germany,2030,PUR slabstock mattresses,PUR,Mechanical recycling,Granulate,0.6
Germany,2035,PUR slabstock mattresses,PUR,Mechanical recycling,Granulate,0.6
Germany,2040,PUR slabstock mattresses,PUR,Mechanical recycling,Granulate,0.6
Germany,2045,PUR slabstock mattresses,PUR,Mechanical recycling,Granulate,0.6
Germany,2050,PUR slabstock mattresses,PUR,Mechanical recycling,Granulate,0.6
Germany,2020,PUR slabstock furniture,PUR,Mechanical recycling,Granulate,0.6
Germany,2025,PUR slabstock furniture,PUR,Mechanical recycling,Granulate,0.6
Germany,2030,PUR slabstock furniture,PUR,Mechanical recycling,Granulate,0.6
Germany,2035,PUR slabstock furniture,PUR,Mechanical recycling,Granulate,0.6
Germany,2040,PUR slabstock furniture,PUR,Mechanical recycling,Granulate,0.6
Germany,2045,PUR slabstock furniture,PUR,Mechanical recycling,Granulate,0.6
Germany,2050,PUR slabstock furniture,PUR,Mechanical recycling,Granulate,0.6
Germany,2020,PUR moulded furniture,PUR,Mechanical recycling,Granulate,0.6
Germany,2025,PUR moulded furniture,PUR,Mechanical recycling,Granulate,0.6
Germany,2030,PUR moulded furniture,PUR,Mechanical recycling,Granulate,0.6
Germany,2035,PUR moulded furniture,PUR,Mechanical recycling,Granulate,0.6
Germany,2040,PUR moulded furniture,PUR,Mechanical recycling,Granulate,0.6
Germany,2045,PUR moulded furniture,PUR,Mechanical recycling,Granulate,0.6
Germany,2050,PUR moulded furniture,PUR,Mechanical recycling,Granulate,0.6
Germany,2020,PUR others in Others,PUR,Mechanical recycling,Granulate,0.6
Germany,2025,PUR others in Others,PUR,Mechanical recycling,Granulate,0.6
Germany,2030,PUR others in Others,PUR,Mechanical recycling,Granulate,0.6
Germany,2035,PUR others in Others,PUR,Mechanical recycling,Granulate,0.6
Germany,2040,PUR others in Others,PUR,Mechanical recycling,Granulate,0.6
Germany,2045,PUR others in Others,PUR,Mechanical recycling,Granulate,0.6
Germany,2050,PUR others in Others,PUR,Mechanical recycling,Granulate,0.6
West,2020,Packaging,"PE-LD, -LLD",Mechanical recycling,Granulate,0.4
West,2025,Packaging,"PE-LD, -LLD",Mechanical recycling,Granulate,0.4
West,2030,Packaging,"PE-LD, -LLD",Mechanical recycling,Granulate,0.4
West,2035,Packaging,"PE-LD, -LLD",Mechanical recycling,Granulate,0.4
West,2040,Packaging,"PE-LD, -LLD",Mechanical recycling,Granulate,0.4
West,2045,Packaging,"PE-LD, -LLD",Mechanical recycling,Granulate,0.4
West,2050,Packaging,"PE-LD, -LLD",Mechanical recycling,Granulate,0.4
West,2020,Packaging,"PE-HD, -MD",Mechanical recycling,Granulate,0.4
West,2025,Packaging,"PE-HD, -MD",Mechanical recycling,Granulate,0.4
West,2030,Packaging,"PE-HD, -MD",Mechanical recycling,Granulate,0.4
West,2035,Packaging,"PE-HD, -MD",Mechanical recycling,Granulate,0.4
West,2040,Packaging,"PE-HD, -MD",Mechanical recycling,Granulate,0.4
West,2045,Packaging,"PE-HD, -MD",Mechanical recycling,Granulate,0.4
West,2050,Packaging,"PE-HD, -MD",Mechanical recycling,Granulate,0.4
West,2020,Packaging,PP,Mechanical recycling,Granulate,0.7
West,2025,Packaging,PP,Mechanical recycling,Granulate,0.7
West,2030,Packaging,PP,Mechanical recycling,Granulate,0.7
West,2035,Packaging,PP,Mechanical recycling,Granulate,0.7
West,2040,Packaging,PP,Mechanical recycling,Granulate,0.7
West,2045,Packaging,PP,Mechanical recycling,Granulate,0.7
West,2050,Packaging,PP,Mechanical recycling,Granulate,0.7
West,2020,Packaging,PS,Mechanical recycling,Granulate,0.6
West,2025,Packaging,PS,Mechanical recycling,Granulate,0.6
West,2030,Packaging,PS,Mechanical recycling,Granulate,0.6
West,2035,Packaging,PS,Mechanical recycling,Granulate,0.6
West,2040,Packaging,PS,Mechanical recycling,Granulate,0.6
West,2045,Packaging,PS,Mechanical recycling,Granulate,0.6
West,2050,Packaging,PS,Mechanical recycling,Granulate,0.6
West,2020,Packaging,PS-E,Mechanical recycling,Granulate,0.6
West,2025,Packaging,PS-E,Mechanical recycling,Granulate,0.6
West,2030,Packaging,PS-E,Mechanical recycling,Granulate,0.6
West,2035,Packaging,PS-E,Mechanical recycling,Granulate,0.6
West,2040,Packaging,PS-E,Mechanical recycling,Granulate,0.6
West,2045,Packaging,PS-E,Mechanical recycling,Granulate,0.6
West,2050,Packaging,PS-E,Mechanical recycling,Granulate,0.6
West,2020,Packaging,PVC,Mechanical recycling,Granulate,0.6
West,2025,Packaging,PVC,Mechanical recycling,Granulate,0.6
West,2030,Packaging,PVC,Mechanical recycling,Granulate,0.6
West,2035,Packaging,PVC,Mechanical recycling,Granulate,0.6
West,2040,Packaging,PVC,Mechanical recycling,Granulate,0.6
West,2045,Packaging,PVC,Mechanical recycling,Granulate,0.6
West,2050,Packaging,PVC,Mechanical recycling,Granulate,0.6
West,2020,Packaging,PET,Mechanical recycling,Granulate,0.76
West,2025,Packaging,PET,Mechanical recycling,Granulate,0.76
West,2030,Packaging,PET,Mechanical recycling,Granulate,0.76
West,2035,Packaging,PET,Mechanical recycling,Granulate,0.76
West,2040,Packaging,PET,Mechanical recycling,Granulate,0.76
West,2045,Packaging,PET,Mechanical recycling,Granulate,0.76
West,2050,Packaging,PET,Mechanical recycling,Granulate,0.76
West,2020,Packaging,"ABS, SAN",Mechanical recycling,Granulate,0.6
West,2025,Packaging,"ABS, SAN",Mechanical recycling,Granulate,0.6
West,2030,Packaging,"ABS, SAN",Mechanical recycling,Granulate,0.6
West,2035,Packaging,"ABS, SAN",Mechanical recycling,Granulate,0.6
West,2040,Packaging,"ABS, SAN",Mechanical recycling,Granulate,0.6
West,2045,Packaging,"ABS, SAN",Mechanical recycling,Granulate,0.6
West,2050,Packaging,"ABS, SAN",Mechanical recycling,Granulate,0.6
West,2020,Packaging,PMMA,Mechanical recycling,Granulate,0.6
West,2025,Packaging,PMMA,Mechanical recycling,Granulate,0.6
West,2030,Packaging,PMMA,Mechanical recycling,Granulate,0.6
West,2035,Packaging,PMMA,Mechanical recycling,Granulate,0.6
West,2040,Packaging,PMMA,Mechanical recycling,Granulate,0.6
West,2045,Packaging,PMMA,Mechanical recycling,Granulate,0.6
West,2050,Packaging,PMMA,Mechanical recycling,Granulate,0.6
West,2020,Packaging,"PA (PA6, PA66)",Mechanical recycling,Granulate,0.6
West,2025,Packaging,"PA (PA6, PA66)",Mechanical recycling,Granulate,0.6
West,2030,Packaging,"PA (PA6, PA66)",Mechanical recycling,Granulate,0.6
West,2035,Packaging,"PA (PA6, PA66)",Mechanical recycling,Granulate,0.6
West,2040,Packaging,"PA (PA6, PA66)",Mechanical recycling,Granulate,0.6
West,2045,Packaging,"PA (PA6, PA66)",Mechanical recycling,Granulate,0.6
West,2050,Packaging,"PA (PA6, PA66)",Mechanical recycling,Granulate,0.6
West,2020,Packaging,PC,Mechanical recycling,Granulate,0.6
West,2025,Packaging,PC,Mechanical recycling,Granulate,0.6
West,2030,Packaging,PC,Mechanical recycling,Granulate,0.6
West,2035,Packaging,PC,Mechanical recycling,Granulate,0.6
West,2040,Packaging,PC,Mechanical recycling,Granulate,0.6
West,2045,Packaging,PC,Mechanical recycling,Granulate,0.6
West,2050,Packaging,PC,Mechanical recycling,Granulate,0.6
West,2020,Packaging,Other Thermoplastics,Mechanical recycling,Granulate,0.6
West,2025,Packaging,Other Thermoplastics,Mechanical recycling,Granulate,0.6
West,2030,Packaging,Other Thermoplastics,Mechanical recycling,Granulate,0.6
West,2035,Packaging,Other Thermoplastics,Mechanical recycling,Granulate,0.6
West,2040,Packaging,Other Thermoplastics,Mechanical recycling,Granulate,0.6
West,2045,Packaging,Other Thermoplastics,Mechanical recycling,Granulate,0.6
West,2050,Packaging,Other Thermoplastics,Mechanical recycling,Granulate,0.6
West,2020,Packaging,PUR,Mechanical recycling,Granulate,0.6
West,2025,Packaging,PUR,Mechanical recycling,Granulate,0.6
West,2030,Packaging,PUR,Mechanical recycling,Granulate,0.6
West,2035,Packaging,PUR,Mechanical recycling,Granulate,0.6
West,2040,Packaging,PUR,Mechanical recycling,Granulate,0.6
West,2045,Packaging,PUR,Mechanical recycling,Granulate,0.6
West,2050,Packaging,PUR,Mechanical recycling,Granulate,0.6
West,2020,Packaging,Other Plastics,Mechanical recycling,Granulate,0.6
West,2025,Packaging,Other Plastics,Mechanical recycling,Granulate,0.6
West,2030,Packaging,Other Plastics,Mechanical recycling,Granulate,0.6
West,2035,Packaging,Other Plastics,Mechanical recycling,Granulate,0.6
West,2040,Packaging,Other Plastics,Mechanical recycling,Granulate,0.6
West,2045,Packaging,Other Plastics,Mechanical recycling,Granulate,0.6
West,2050,Packaging,Other Plastics,Mechanical recycling,Granulate,0.6
West,2020,PET beverage bottles,PET,Mechanical recycling,Granulate,0.9
West,2025,PET beverage bottles,PET,Mechanical recycling,Granulate,0.9
West,2030,PET beverage bottles,PET,Mechanical recycling,Granulate,0.9
West,2035,PET beverage bottles,PET,Mechanical recycling,Granulate,0.9
West,2040,PET beverage bottles,PET,Mechanical recycling,Granulate,0.9
West,2045,PET beverage bottles,PET,Mechanical recycling,Granulate,0.9
West,2050,PET beverage bottles,PET,Mechanical recycling,Granulate,0.9
West,2020,PET other packaging,PET,Mechanical recycling,Granulate,0.5
West,2025,PET other packaging,PET,Mechanical recycling,Granulate,0.5
West,2030,PET other packaging,PET,Mechanical recycling,Granulate,0.5
West,2035,PET other packaging,PET,Mechanical recycling,Granulate,0.5
West,2040,PET other packaging,PET,Mechanical recycling,Granulate,0.5
West,2045,PET other packaging,PET,Mechanical recycling,Granulate,0.5
West,2050,PET other packaging,PET,Mechanical recycling,Granulate,0.5
West,2020,Household packaging,"PE-LD, -LLD",Mechanical recycling,Granulate,0.4
West,2025,Household packaging,"PE-LD, -LLD",Mechanical recycling,Granulate,0.4
West,2030,Household packaging,"PE-LD, -LLD",Mechanical recycling,Granulate,0.4
West,2035,Household packaging,"PE-LD, -LLD",Mechanical recycling,Granulate,0.4
West,2040,Household packaging,"PE-LD, -LLD",Mechanical recycling,Granulate,0.4
West,2045,Household packaging,"PE-LD, -LLD",Mechanical recycling,Granulate,0.4
West,2050,Household packaging,"PE-LD, -LLD",Mechanical recycling,Granulate,0.4
West,2020,Household packaging,"PE-HD, -MD",Mechanical recycling,Granulate,0.4
West,2025,Household packaging,"PE-HD, -MD",Mechanical recycling,Granulate,0.4
West,2030,Household packaging,"PE-HD, -MD",Mechanical recycling,Granulate,0.4
West,2035,Household packaging,"PE-HD, -MD",Mechanical recycling,Granulate,0.4
West,2040,Household packaging,"PE-HD, -MD",Mechanical recycling,Granulate,0.4
West,2045,Household packaging,"PE-HD, -MD",Mechanical recycling,Granulate,0.4
West,2050,Household packaging,"PE-HD, -MD",Mechanical recycling,Granulate,0.4
West,2020,Household packaging,PP,Mechanical recycling,Granulate,0.7
West,2025,Household packaging,PP,Mechanical recycling,Granulate,0.7
West,2030,Household packaging,PP,Mechanical recycling,Granulate,0.7
West,2035,Household packaging,PP,Mechanical recycling,Granulate,0.7
West,2040,Household packaging,PP,Mechanical recycling,Granulate,0.7
West,2045,Household packaging,PP,Mechanical recycling,Granulate,0.7
West,2050,Household packaging,PP,Mechanical recycling,Granulate,0.7
West,2020,Household packaging,PS,Mechanical recycling,Granulate,0.6
West,2025,Household packaging,PS,Mechanical recycling,Granulate,0.6
West,2030,Household packaging,PS,Mechanical recycling,Granulate,0.6
West,2035,Household packaging,PS,Mechanical recycling,Granulate,0.6
West,2040,Household packaging,PS,Mechanical recycling,Granulate,0.6
West,2045,Household packaging,PS,Mechanical recycling,Granulate,0.6
West,2050,Household packaging,PS,Mechanical recycling,Granulate,0.6
West,2020,Household packaging,PS-E,Mechanical recycling,Granulate,0.6
West,2025,Household packaging,PS-E,Mechanical recycling,Granulate,0.6
West,2030,Household packaging,PS-E,Mechanical recycling,Granulate,0.6
West,2035,Household packaging,PS-E,Mechanical recycling,Granulate,0.6
West,2040,Household packaging,PS-E,Mechanical recycling,Granulate,0.6
West,2045,Household packaging,PS-E,Mechanical recycling,Granulate,0.6
West,2050,Household packaging,PS-E,Mechanical recycling,Granulate,0.6
West,2020,Household packaging,PVC,Mechanical recycling,Granulate,0.6
West,2025,Household packaging,PVC,Mechanical recycling,Granulate,0.6
West,2030,Household packaging,PVC,Mechanical recycling,Granulate,0.6
West,2035,Household packaging,PVC,Mechanical recycling,Granulate,0.6
West,2040,Household packaging,PVC,Mechanical recycling,Granulate,0.6
West,2045,Household packaging,PVC,Mechanical recycling,Granulate,0.6
West,2050,Household packaging,PVC,Mechanical recycling,Granulate,0.6
West,2020,Household packaging,PET,Mechanical recycling,Granulate,0.76
West,2025,Household packaging,PET,Mechanical recycling,Granulate,0.76
West,2030,Household packaging,PET,Mechanical recycling,Granulate,0.76
West,2035,Household packaging,PET,Mechanical recycling,Granulate,0.76
West,2040,Household packaging,PET,Mechanical recycling,Granulate,0.76
West,2045,Household packaging,PET,Mechanical recycling,Granulate,0.76
West,2050,Household packaging,PET,Mechanical recycling,Granulate,0.76
West,2020,Household packaging,"ABS, SAN",Mechanical recycling,Granulate,0.6
West,2025,Household packaging,"ABS, SAN",Mechanical recycling,Granulate,0.6
West,2030,Household packaging,"ABS, SAN",Mechanical recycling,Granulate,0.6
West,2035,Household packaging,"ABS, SAN",Mechanical recycling,Granulate,0.6
West,2040,Household packaging,"ABS, SAN",Mechanical recycling,Granulate,0.6
West,2045,Household packaging,"ABS, SAN",Mechanical recycling,Granulate,0.6
West,2050,Household packaging,"ABS, SAN",Mechanical recycling,Granulate,0.6
West,2020,Household packaging,PMMA,Mechanical recycling,Granulate,0.6
West,2025,Household packaging,PMMA,Mechanical recycling,Granulate,0.6
West,2030,Household packaging,PMMA,Mechanical recycling,Granulate,0.6
West,2035,Household packaging,PMMA,Mechanical recycling,Granulate,0.6
West,2040,Household packaging,PMMA,Mechanical recycling,Granulate,0.6
West,2045,Household packaging,PMMA,Mechanical recycling,Granulate,0.6
West,2050,Household packaging,PMMA,Mechanical recycling,Granulate,0.6
West,2020,Household packaging,"PA (PA6, PA66)",Mechanical recycling,Granulate,0.6
West,2025,Household packaging,"PA (PA6, PA66)",Mechanical recycling,Granulate,0.6
West,2030,Household packaging,"PA (PA6, PA66)",Mechanical recycling,Granulate,0.6
West,2035,Household packaging,"PA (PA6, PA66)",Mechanical recycling,Granulate,0.6
West,2040,Household packaging,"PA (PA6, PA66)",Mechanical recycling,Granulate,0.6
West,2045,Household packaging,"PA (PA6, PA66)",Mechanical recycling,Granulate,0.6
West,2050,Household packaging,"PA (PA6, PA66)",Mechanical recycling,Granulate,0.6
West,2020,Household packaging,PC,Mechanical recycling,Granulate,0.6
West,2025,Household packaging,PC,Mechanical recycling,Granulate,0.6
West,2030,Household packaging,PC,Mechanical recycling,Granulate,0.6
West,2035,Household packaging,PC,Mechanical recycling,Granulate,0.6
West,2040,Household packaging,PC,Mechanical recycling,Granulate,0.6
West,2045,Household packaging,PC,Mechanical recycling,Granulate,0.6
West,2050,Household packaging,PC,Mechanical recycling,Granulate,0.6
West,2020,Household packaging,Other Thermoplastics,Mechanical recycling,Granulate,0.6
West,2025,Household packaging,Other Thermoplastics,Mechanical recycling,Granulate,0.6
West,2030,Household packaging,Other Thermoplastics,Mechanical recycling,Granulate,0.6
West,2035,Household packaging,Other Thermoplastics,Mechanical recycling,Granulate,0.6
West,2040,Household packaging,Other Thermoplastics,Mechanical recycling,Granulate,0.6
West,2045,Household packaging,Other Thermoplastics,Mechanical recycling,Granulate,0.6
West,2050,Household packaging,Other Thermoplastics,Mechanical recycling,Granulate,0.6
West,2020,Household packaging,PUR,Mechanical recycling,Granulate,0.6
West,2025,Household packaging,PUR,Mechanical recycling,Granulate,0.6
West,2030,Household packaging,PUR,Mechanical recycling,Granulate,0.6
West,2035,Household packaging,PUR,Mechanical recycling,Granulate,0.6
West,2040,Household packaging,PUR,Mechanical recycling,Granulate,0.6
West,2045,Household packaging,PUR,Mechanical recycling,Granulate,0.6
West,2050,Household packaging,PUR,Mechanical recycling,Granulate,0.6
West,2020,Household packaging,Other Plastics,Mechanical recycling,Granulate,0.6
West,2025,Household packaging,Other Plastics,Mechanical recycling,Granulate,0.6
West,2030,Household packaging,Other Plastics,Mechanical recycling,Granulate,0.6
West,2035,Household packaging,Other Plastics,Mechanical recycling,Granulate,0.6
West,2040,Household packaging,Other Plastics,Mechanical recycling,Granulate,0.6
West,2045,Household packaging,Other Plastics,Mechanical recycling,Granulate,0.6
West,2050,Household packaging,Other Plastics,Mechanical recycling,Granulate,0.6
West,2020,Commercial & industrial packaging,"PE-LD, -LLD",Mechanical recycling,Granulate,0.4
West,2025,Commercial & industrial packaging,"PE-LD, -LLD",Mechanical recycling,Granulate,0.4
West,2030,Commercial & industrial packaging,"PE-LD, -LLD",Mechanical recycling,Granulate,0.4
West,2035,Commercial & industrial packaging,"PE-LD, -LLD",Mechanical recycling,Granulate,0.4
West,2040,Commercial & industrial packaging,"PE-LD, -LLD",Mechanical recycling,Granulate,0.4
West,2045,Commercial & industrial packaging,"PE-LD, -LLD",Mechanical recycling,Granulate,0.4
West,2050,Commercial & industrial packaging,"PE-LD, -LLD",Mechanical recycling,Granulate,0.4
West,2020,Commercial & industrial packaging,"PE-HD, -MD",Mechanical recycling,Granulate,0.4
West,2025,Commercial & industrial packaging,"PE-HD, -MD",Mechanical recycling,Granulate,0.4
West,2030,Commercial & industrial packaging,"PE-HD, -MD",Mechanical recycling,Granulate,0.4
West,2035,Commercial & industrial packaging,"PE-HD, -MD",Mechanical recycling,Granulate,0.4
West,2040,Commercial & industrial packaging,"PE-HD, -MD",Mechanical recycling,Granulate,0.4
West,2045,Commercial & industrial packaging,"PE-HD, -MD",Mechanical recycling,Granulate,0.4
West,2050,Commercial & industrial packaging,"PE-HD, -MD",Mechanical recycling,Granulate,0.4
West,2020,Commercial & industrial packaging,PP,Mechanical recycling,Granulate,0.7
West,2025,Commercial & industrial packaging,PP,Mechanical recycling,Granulate,0.7
West,2030,Commercial & industrial packaging,PP,Mechanical recycling,Granulate,0.7
West,2035,Commercial & industrial packaging,PP,Mechanical recycling,Granulate,0.7
West,2040,Commercial & industrial packaging,PP,Mechanical recycling,Granulate,0.7
West,2045,Commercial & industrial packaging,PP,Mechanical recycling,Granulate,0.7
West,2050,Commercial & industrial packaging,PP,Mechanical recycling,Granulate,0.7
West,2020,Commercial & industrial packaging,PS,Mechanical recycling,Granulate,0.6
West,2025,Commercial & industrial packaging,PS,Mechanical recycling,Granulate,0.6
West,2030,Commercial & industrial packaging,PS,Mechanical recycling,Granulate,0.6
West,2035,Commercial & industrial packaging,PS,Mechanical recycling,Granulate,0.6
West,2040,Commercial & industrial packaging,PS,Mechanical recycling,Granulate,0.6
West,2045,Commercial & industrial packaging,PS,Mechanical recycling,Granulate,0.6
West,2050,Commercial & industrial packaging,PS,Mechanical recycling,Granulate,0.6
West,2020,Commercial & industrial packaging,PS-E,Mechanical recycling,Granulate,0.6
West,2025,Commercial & industrial packaging,PS-E,Mechanical recycling,Granulate,0.6
West,2030,Commercial & industrial packaging,PS-E,Mechanical recycling,Granulate,0.6
West,2035,Commercial & industrial packaging,PS-E,Mechanical recycling,Granulate,0.6
West,2040,Commercial & industrial packaging,PS-E,Mechanical recycling,Granulate,0.6
West,2045,Commercial & industrial packaging,PS-E,Mechanical recycling,Granulate,0.6
West,2050,Commercial & industrial packaging,PS-E,Mechanical recycling,Granulate,0.6
West,2020,Commercial & industrial packaging,PVC,Mechanical recycling,Granulate,0.6
West,2025,Commercial & industrial packaging,PVC,Mechanical recycling,Granulate,0.6
West,2030,Commercial & industrial packaging,PVC,Mechanical recycling,Granulate,0.6
West,2035,Commercial & industrial packaging,PVC,Mechanical recycling,Granulate,0.6
West,2040,Commercial & industrial packaging,PVC,Mechanical recycling,Granulate,0.6
West,2045,Commercial & industrial packaging,PVC,Mechanical recycling,Granulate,0.6
West,2050,Commercial & industrial packaging,PVC,Mechanical recycling,Granulate,0.6
West,2020,Commercial & industrial packaging,PET,Mechanical recycling,Granulate,0.76
West,2025,Commercial & industrial packaging,PET,Mechanical recycling,Granulate,0.76
West,2030,Commercial & industrial packaging,PET,Mechanical recycling,Granulate,0.76
West,2035,Commercial & industrial packaging,PET,Mechanical recycling,Granulate,0.76
West,2040,Commercial & industrial packaging,PET,Mechanical recycling,Granulate,0.76
West,2045,Commercial & industrial packaging,PET,Mechanical recycling,Granulate,0.76
West,2050,Commercial & industrial packaging,PET,Mechanical recycling,Granulate,0.76
West,2020,Commercial & industrial packaging,"ABS, SAN",Mechanical recycling,Granulate,0.6
West,2025,Commercial & industrial packaging,"ABS, SAN",Mechanical recycling,Granulate,0.6
West,2030,Commercial & industrial packaging,"ABS, SAN",Mechanical recycling,Granulate,0.6
West,2035,Commercial & industrial packaging,"ABS, SAN",Mechanical recycling,Granulate,0.6
West,2040,Commercial & industrial packaging,"ABS, SAN",Mechanical recycling,Granulate,0.6
West,2045,Commercial & industrial packaging,"ABS, SAN",Mechanical recycling,Granulate,0.6
West,2050,Commercial & industrial packaging,"ABS, SAN",Mechanical recycling,Granulate,0.6
West,2020,Commercial & industrial packaging,PMMA,Mechanical recycling,Granulate,0.6
West,2025,Commercial & industrial packaging,PMMA,Mechanical recycling,Granulate,0.6
West,2030,Commercial & industrial packaging,PMMA,Mechanical recycling,Granulate,0.6
West,2035,Commercial & industrial packaging,PMMA,Mechanical recycling,Granulate,0.6
West,2040,Commercial & industrial packaging,PMMA,Mechanical recycling,Granulate,0.6
West,2045,Commercial & industrial packaging,PMMA,Mechanical recycling,Granulate,0.6
West,2050,Commercial & industrial packaging,PMMA,Mechanical recycling,Granulate,0.6
West,2020,Commercial & industrial packaging,"PA (PA6, PA66)",Mechanical recycling,Granulate,0.6
West,2025,Commercial & industrial packaging,"PA (PA6, PA66)",Mechanical recycling,Granulate,0.6
West,2030,Commercial & industrial packaging,"PA (PA6, PA66)",Mechanical recycling,Granulate,0.6
West,2035,Commercial & industrial packaging,"PA (PA6, PA66)",Mechanical recycling,Granulate,0.6
West,2040,Commercial & industrial packaging,"PA (PA6, PA66)",Mechanical recycling,Granulate,0.6
West,2045,Commercial & industrial packaging,"PA (PA6, PA66)",Mechanical recycling,Granulate,0.6
West,2050,Commercial & industrial packaging,"PA (PA6, PA66)",Mechanical recycling,Granulate,0.6
West,2020,Commercial & industrial packaging,PC,Mechanical recycling,Granulate,0.6
West,2025,Commercial & industrial packaging,PC,Mechanical recycling,Granulate,0.6
West,2030,Commercial & industrial packaging,PC,Mechanical recycling,Granulate,0.6
West,2035,Commercial & industrial packaging,PC,Mechanical recycling,Granulate,0.6
West,2040,Commercial & industrial packaging,PC,Mechanical recycling,Granulate,0.6
West,2045,Commercial & industrial packaging,PC,Mechanical recycling,Granulate,0.6
West,2050,Commercial & industrial packaging,PC,Mechanical recycling,Granulate,0.6
West,2020,Commercial & industrial packaging,Other Thermoplastics,Mechanical recycling,Granulate,0.6
West,2025,Commercial & industrial packaging,Other Thermoplastics,Mechanical recycling,Granulate,0.6
West,2030,Commercial & industrial packaging,Other Thermoplastics,Mechanical recycling,Granulate,0.6
West,2035,Commercial & industrial packaging,Other Thermoplastics,Mechanical recycling,Granulate,0.6
West,2040,Commercial & industrial packaging,Other Thermoplastics,Mechanical recycling,Granulate,0.6
West,2045,Commercial & industrial packaging,Other Thermoplastics,Mechanical recycling,Granulate,0.6
West,2050,Commercial & industrial packaging,Other Thermoplastics,Mechanical recycling,Granulate,0.6
West,2020,Commercial & industrial packaging,PUR,Mechanical recycling,Granulate,0.6
West,2025,Commercial & industrial packaging,PUR,Mechanical recycling,Granulate,0.6
West,2030,Commercial & industrial packaging,PUR,Mechanical recycling,Granulate,0.6
West,2035,Commercial & industrial packaging,PUR,Mechanical recycling,Granulate,0.6
West,2040,Commercial & industrial packaging,PUR,Mechanical recycling,Granulate,0.6
West,2045,Commercial & industrial packaging,PUR,Mechanical recycling,Granulate,0.6
West,2050,Commercial & industrial packaging,PUR,Mechanical recycling,Granulate,0.6
West,2020,Commercial & industrial packaging,Other Plastics,Mechanical recycling,Granulate,0.6
West,2025,Commercial & industrial packaging,Other Plastics,Mechanical recycling,Granulate,0.6
West,2030,Commercial & industrial packaging,Other Plastics,Mechanical recycling,Granulate,0.6
West,2035,Commercial & industrial packaging,Other Plastics,Mechanical recycling,Granulate,0.6
West,2040,Commercial & industrial packaging,Other Plastics,Mechanical recycling,Granulate,0.6
West,2045,Commercial & industrial packaging,Other Plastics,Mechanical recycling,Granulate,0.6
West,2050,Commercial & industrial packaging,Other Plastics,Mechanical recycling,Granulate,0.6
West,2020,Building and Construction,"PE-LD, -LLD",Mechanical recycling,Granulate,0.4
West,2025,Building and Construction,"PE-LD, -LLD",Mechanical recycling,Granulate,0.4
West,2030,Building and Construction,"PE-LD, -LLD",Mechanical recycling,Granulate,0.4
West,2035,Building and Construction,"PE-LD, -LLD",Mechanical recycling,Granulate,0.4
West,2040,Building and Construction,"PE-LD, -LLD",Mechanical recycling,Granulate,0.4
West,2045,Building and Construction,"PE-LD, -LLD",Mechanical recycling,Granulate,0.4
West,2050,Building and Construction,"PE-LD, -LLD",Mechanical recycling,Granulate,0.4
West,2020,Building and Construction,"PE-HD, -MD",Mechanical recycling,Granulate,0.4
West,2025,Building and Construction,"PE-HD, -MD",Mechanical recycling,Granulate,0.4
West,2030,Building and Construction,"PE-HD, -MD",Mechanical recycling,Granulate,0.4
West,2035,Building and Construction,"PE-HD, -MD",Mechanical recycling,Granulate,0.4
West,2040,Building and Construction,"PE-HD, -MD",Mechanical recycling,Granulate,0.4
West,2045,Building and Construction,"PE-HD, -MD",Mechanical recycling,Granulate,0.4
West,2050,Building and Construction,"PE-HD, -MD",Mechanical recycling,Granulate,0.4
West,2020,Building and Construction,PP,Mechanical recycling,Granulate,0.7
West,2025,Building and Construction,PP,Mechanical recycling,Granulate,0.7
West,2030,Building and Construction,PP,Mechanical recycling,Granulate,0.7
West,2035,Building and Construction,PP,Mechanical recycling,Granulate,0.7
West,2040,Building and Construction,PP,Mechanical recycling,Granulate,0.7
West,2045,Building and Construction,PP,Mechanical recycling,Granulate,0.7
West,2050,Building and Construction,PP,Mechanical recycling,Granulate,0.7
West,2020,Building and Construction,PS,Mechanical recycling,Granulate,0.6
West,2025,Building and Construction,PS,Mechanical recycling,Granulate,0.6
West,2030,Building and Construction,PS,Mechanical recycling,Granulate,0.6
West,2035,Building and Construction,PS,Mechanical recycling,Granulate,0.6
West,2040,Building and Construction,PS,Mechanical recycling,Granulate,0.6
West,2045,Building and Construction,PS,Mechanical recycling,Granulate,0.6
West,2050,Building and Construction,PS,Mechanical recycling,Granulate,0.6
West,2020,Building and Construction,PS-E,Mechanical recycling,Granulate,0.6
West,2025,Building and Construction,PS-E,Mechanical recycling,Granulate,0.6
West,2030,Building and Construction,PS-E,Mechanical recycling,Granulate,0.6
West,2035,Building and Construction,PS-E,Mechanical recycling,Granulate,0.6
West,2040,Building and Construction,PS-E,Mechanical recycling,Granulate,0.6
West,2045,Building and Construction,PS-E,Mechanical recycling,Granulate,0.6
West,2050,Building and Construction,PS-E,Mechanical recycling,Granulate,0.6
West,2020,Building and Construction,PVC,Mechanical recycling,Granulate,0.6
West,2025,Building and Construction,PVC,Mechanical recycling,Granulate,0.6
West,2030,Building and Construction,PVC,Mechanical recycling,Granulate,0.6
